Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (g63),Error (g303),Error (g237),Error (curve),Error (g59),Reduced Error
862.3,0.37514,101.74,4.0654,0.056532,0.13664,0.054167,0.11228,0.19125,0.070828,0.6217009929960933
847.23,0.37835,105.41,4.04,0.056626,0.13662,0.054184,0.11256,0.19225,0.070929,0.6231734021072112
841.92,0.381,105.63,3.9655,0.056834,0.137,0.054142,0.11345,0.19872,0.071066,0.6312189216735627
841.45,0.38034,106.18,3.9717,0.056822,0.13695,0.05415,0.11339,0.20115,0.071066,0.6335245018569127
843.19,0.37201,105.8,4.0598,0.056562,0.13646,0.054207,0.11235,0.20539,0.070941,0.63590748303137
840.55,0.37736,107.31,3.9801,0.056808,0.13685,0.054164,0.1133,0.20833,0.07108,0.6405392575995367
840.17,0.38061,106.6,3.878,0.057111,0.13745,0.054125,0.11455,0.21253,0.071253,0.6470220621210185
871.24,0.36131,102.5,4.0709,0.056524,0.13654,0.054177,0.11227,0.21829,0.070875,0.6486795340313037
857.59,0.37925,106.92,3.5762,0.058596,0.13969,0.054508,0.11937,0.20675,0.071948,0.6508640115320395
836.37,0.37906,105.02,4.0156,0.056666,0.13672,0.054174,0.11282,0.22481,0.070991,0.6561773312418449
