Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
907.17,2.7445,190.8,1.9087,0.0,0.0
915.6,2.7403,190.0,1.924,0.0,0.0
937.63,2.7576,189.57,1.8972,0.0,0.0
928.95,2.7826,192.11,1.8763,0.0,0.0
921.4,2.7303,189.98,1.8814,0.0,0.0
908.14,2.7098,190.77,1.9051,0.0,0.0
911.6,2.715,191.79,1.8757,0.0,0.0
909.9,2.6288,189.3,1.8886,0.0,0.0
906.1,2.7288,184.63,1.8642,0.0,0.0
753.63,2.125,195.94,1.8144,0.0,0.0
