Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3675.0,5.3416,477.1,5.566,0.14141,0.070404,0.12029,0.16445,0.25712,0.12525,0.56626,0.10879,0.067239,1.6212152398490203
3069.8,7.0612,495.85,6.8262,0.15114,0.063527,0.12059,0.16334,0.25031,0.1208,0.68546,0.1082,0.068048,1.7314051445815428
3043.5,6.7995,496.6,6.8124,0.15184,0.063624,0.12054,0.16376,0.34229,0.12066,0.65158,0.10932,0.068296,1.7919144927600135
3080.7,6.8147,492.5,6.7906,0.15097,0.063703,0.12063,0.16336,0.35582,0.1212,0.64468,0.10856,0.067898,1.7968371052968162
3103.4,6.8312,494.84,6.8324,0.14962,0.06365,0.12086,0.16251,0.23474,0.12183,0.77273,0.1076,0.067282,1.8008133543138274
3053.1,6.818,492.38,6.7825,0.15171,0.063713,0.12047,0.16387,0.3613,0.12079,0.64368,0.10936,0.068274,1.803174113597746
3091.9,6.8655,490.01,6.788,0.15029,0.063755,0.12063,0.16314,0.36824,0.12153,0.64935,0.10831,0.067656,1.8128928854169115
3045.9,6.7973,494.66,6.8089,0.15143,0.063669,0.12053,0.16366,0.39158,0.12089,0.62512,0.10934,0.068152,1.8143556416008704
3080.9,7.0954,493.98,6.8362,0.15011,0.063553,0.12064,0.16293,0.30152,0.12129,0.73074,0.10783,0.067649,1.8262723334821713
3080.6,6.8141,492.86,6.7882,0.15116,0.063693,0.12063,0.16343,0.38313,0.12111,0.6496,0.10857,0.067964,1.829286862839342
