Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1325.3,0.19827,124.04,5.1348,0.057505,0.13276,0.224,0.10051,0.069084,0.05477,0.6386353614438438
1324.6,0.19765,124.39,5.1408,0.057518,0.13273,0.22441,0.10047,0.06909,0.054769,0.6389972338921538
1324.8,0.19763,124.39,5.1358,0.057502,0.13275,0.2244,0.10051,0.069093,0.054773,0.6390331130682975
1324.6,0.1977,124.4,5.1369,0.057506,0.13274,0.22442,0.1005,0.069093,0.054772,0.6390380430882012
1324.1,0.19754,124.48,5.1277,0.057476,0.13276,0.22445,0.10057,0.069102,0.05478,0.6391363330203275
1326.8,0.19809,123.86,5.1803,0.057651,0.13266,0.22505,0.10019,0.069051,0.054739,0.6393448361897749
1324.5,0.19747,124.52,5.1349,0.057498,0.13275,0.22473,0.10052,0.069098,0.054775,0.6393654034075905
1324.6,0.19746,124.52,5.1351,0.057498,0.13275,0.22477,0.10052,0.069097,0.054775,0.6394063554357503
1323.7,0.1984,124.3,5.1034,0.057405,0.13283,0.2247,0.10073,0.069111,0.054793,0.6395645641640222
1319.1,0.20068,123.45,5.1345,0.057525,0.13273,0.22548,0.10046,0.069074,0.05475,0.6400225853271522
