Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
568.7,0.65795,147.78,10.717,0.15737,0.11876,0.1222,0.054802,0.14349,0.12299,0.67036,0.072029,0.27383,1.7358305065729562
593.81,0.65898,138.79,9.1761,0.15935,0.1191,0.1236,0.056377,0.14128,0.12451,0.36227,0.071755,0.60585,1.7641021105180426
588.07,0.64416,144.63,10.712,0.15727,0.11908,0.12224,0.054781,0.14349,0.12083,0.595,0.072529,0.37899,1.7642120875625433
584.81,0.6873,139.23,9.231,0.15924,0.11906,0.12354,0.056339,0.14132,0.12469,0.4008,0.071688,0.5737,1.770377677465394
592.88,0.65378,142.09,9.3136,0.15927,0.11898,0.12339,0.056235,0.1414,0.12478,0.35545,0.071612,0.62411,1.7752290425892265
601.18,0.65852,139.83,9.2937,0.1592,0.11918,0.12342,0.056248,0.14137,0.12384,0.37317,0.071773,0.60775,1.7759610640635457
591.52,0.68448,139.33,9.4354,0.159,0.11923,0.12321,0.056107,0.14155,0.1236,0.41273,0.071875,0.57245,1.7797484666703602
595.59,0.63055,146.42,10.609,0.15736,0.11906,0.12219,0.054794,0.1433,0.12086,0.59389,0.072391,0.40226,1.7861050774458853
598.72,0.64416,142.03,9.289,0.15929,0.11902,0.12342,0.056249,0.14136,0.12454,0.35155,0.071633,0.63952,1.7865855851061696
584.03,0.64726,144.13,10.505,0.15762,0.11911,0.12216,0.054903,0.14317,0.12114,0.56922,0.07248,0.4271,1.7869036608120563
