Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
1979.0,0.15273,124.3,3.975,0.32744,0.071579,0.039787,0.14412,0.1146,0.24551,0.10197,0.14498,0.11222,1.3021955522278104
1941.1,0.15312,126.19,3.9484,0.32541,0.072014,0.040117,0.14433,0.11486,0.24537,0.10402,0.14531,0.11224,1.3036651380595619
1917.1,0.15364,126.86,3.9651,0.33553,0.071633,0.039914,0.14423,0.11461,0.24549,0.10322,0.14515,0.11226,1.3120269027069313
1922.6,0.14953,127.55,3.9827,0.34847,0.071236,0.039765,0.14418,0.11441,0.2456,0.1023,0.14496,0.11227,1.3231950205485412
1910.7,0.14953,127.55,3.9827,0.35813,0.071209,0.03976,0.14418,0.11439,0.24561,0.10241,0.14497,0.11228,1.3329342101396429
1928.5,0.14983,128.43,4.0079,0.36845,0.070734,0.039496,0.14402,0.11413,0.24574,0.10048,0.14467,0.11227,1.339981689249845
1915.2,0.14868,127.86,3.9786,0.36661,0.071294,0.039828,0.14423,0.11445,0.24558,0.10273,0.14502,0.11228,1.34202101869894
1917.3,0.15458,123.73,3.9558,0.37305,0.07185,0.039953,0.14422,0.11472,0.24544,0.10363,0.14524,0.11224,1.3503549779710113
1897.9,0.15138,128.52,4.012,0.38102,0.070597,0.03942,0.14397,0.11402,0.2458,0.10034,0.14463,0.11229,1.3520878704397727
1836.8,0.15863,127.54,3.9112,0.37791,0.072587,0.040492,0.14452,0.11515,0.24522,0.10689,0.14577,0.11228,1.3608174694620792
