Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
826.07,0.57754,161.99,2.4871,0.022353,0.022353075025043283
826.07,0.57754,161.99,2.4871,0.022353,0.022353075025043464
826.07,0.57754,161.99,2.4871,0.022353,0.022353075025044498
826.07,0.57754,161.99,2.4871,0.022353,0.022353075025044498
826.07,0.57754,161.99,2.4871,0.022353,0.0223530750250445
826.07,0.57754,161.99,2.4871,0.022353,0.022353075025045355
826.07,0.57754,161.99,2.4871,0.022353,0.022353075025045542
826.07,0.57754,161.99,2.4871,0.022353,0.022353075025045542
826.07,0.57754,161.99,2.4871,0.022353,0.02235307502504563
826.07,0.57754,161.99,2.4871,0.022353,0.022353075025045674
