iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,364.1468366994024,892.2630642159467,431.99510818077533,4.529330256689139,2.4877223368180226,0.09601216113165499,2.5182839569000994
2,504.24442746969464,243.28313509578632,196.44641026466795,2.1709002311137877,0.7019387169331383,0.10641784232330918,0.7358125682109954
3,796.4428457194679,456.90342329640714,316.1057180084108,18.03333746741795,2.4841119715981335,0.1890380834778924,2.544284662434383
4,707.6458405144272,531.1452332902425,453.20519324422713,13.565757276303424,3.3144941787383306,0.21421809863414604,3.3826819173330738
5,114.14197115215683,868.7168886576552,250.3692338371654,9.337362585916063,1.1052056618268091,0.09491711102250716,1.1354187166332776
6,434.4036810613725,28.75100818531562,43.233758920177145,16.92896962726614,0.1255346158203401,0.09700092810440442,0.15641097020497513
7,185.59891607985782,321.6048092696617,102.3563604221488,6.845621018187122,0.0962501421156978,0.09302708487178256,0.12586158291324473
8,916.1935919400411,741.4379314002507,168.61449066328422,12.626695800269054,1.6229614237770358,0.09277666698556988,1.652493154085724
9,264.95,48.276,71.901,10.802,0.10927513774991315,0.09228068024457547,0.13864899057552676
10,312.57,74.735,75.012,11.771,0.011293897700198079,0.09279398411926754,0.04083114022374261
11,302.1,48.538,76.921,13.053,0.018236546181522047,0.09329269844856938,0.047932534406464875
12,311.79,88.251,74.716,12.302,0.011363609189256222,0.09288962644327681,0.0409312956100705
13,305.25,41.48,76.298,15.126,0.01349251742080591,0.09394247960736826,0.04339533741245038
14,288.37,16.872,77.865,16.954,0.02812751289346407,0.09453823345517384,0.05821996722459709
15,316.82,87.417,74.688,12.298,0.009873503870533132,0.09292977237500648,0.03945396913830702
16,330.24,47.127,76.257,10.872,0.01621229620219802,0.09281349710136962,0.04575574990085457
17,438.63,4.026,63.818,9.07,0.09089065768644326,0.09381163864790645,0.12075182970717327
18,328.5,40.441,74.431,9.9033,0.011712694923735941,0.0926378308288339,0.04120023231117531
19,910.35,0.089134,43.699,1.4053,0.1953258782232708,0.11811007174173116,0.2329214817165406
20,314.29,83.022,74.901,14.419,0.014824555281193287,0.09354544958213992,0.044600996690695775
21,331.86,40.454,74.808,9.7587,0.011864968715933065,0.09260343898081999,0.041341558838145484
22,317.66,102.76,74.238,11.631,0.010855111839976818,0.0927071014084114,0.04036469873771739
23,329.04,2.1553,72.499,15.487,0.016533630988253424,0.09461664703635221,0.046651045137486594
24,328.4,38.271,74.839,10.418,0.010606498921825308,0.09279606153353738,0.04014440270686963
