iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.2970940052530535,0.08856223288281623,0.3252842395221651
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.04746567634204564,0.08395607843353133,0.07418972611266039
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.16845008645121798,0.07780863841166755,0.1932173452881516
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.1627096184236469,0.07370302930122294,0.18617002129191976
5,526.78,0.53993,160.28,13.17,2.8826e-05,0.18816427424834486,0.07224569989210133,0.21116079475826793
6,394.63,0.6347,100.23,11.415,5.0534e-06,0.021898513794144852,0.07293868331515184,0.04511561777858639
7,419.82,0.63922,104.2,15.624,3.6958e-06,0.03616167472752719,0.07289758255608153,0.05936569593402699
8,411.59,0.74208,94.82,15.959,8.6255e-06,0.030365965948885413,0.07310805331917528,0.05363698208003059
9,494.02,0.50636,99.313,12.387,4.517e-06,0.018346715771780327,0.07312323844331478,0.04162256547806204
10,433.23,0.5816,101.5,13.052,4.9721e-06,0.020374848837288285,0.07300403278388361,0.043612754203684004
11,455.66,0.58146,102.25,13.326,8.357e-06,0.025652588782788588,0.07309202407879342,0.04891850264825221
12,478.84,0.50816,99.543,11.785,4.3216e-06,0.01828219784256688,0.0730658779056314,0.04153978912262716
13,482.14,0.50125,99.021,11.356,3.9338e-06,0.022114781852033603,0.07302608603339016,0.04535970698576973
14,396.36,0.62104,103.98,9.4116,1.2331e-05,0.06123490390643911,0.07305083254868065,0.0844877061006408
15,472.28,0.50064,97.9,11.869,3.8087e-06,0.0160337058937065,0.07307891048311146,0.03929544557202114
16,460.86,0.51214,97.893,10.864,4.0147e-06,0.016666009830199342,0.07298125069712628,0.039896663433152305
17,437.44,0.5168,99.471,12.45,2.8377e-06,0.014104248937553677,0.07299918789054274,0.037340612126501485
18,445.22,0.51833,98.917,12.488,2.8929e-06,0.014284211710772206,0.0730174712358467,0.03752639466928278
19,302.32,0.50201,75.631,12.165,7.615e-08,0.04912004829448119,0.07283264594010502,0.07230339953414035
20,449.93,0.5193,98.884,15.039,2.9988e-06,0.025608379286020472,0.07307838261508486,0.048869950938723636
21,454.84,0.51094,99.596,13.087,2.7388e-06,0.014863392938277422,0.07303734626999174,0.0381119023166446
22,465.06,0.50021,100.15,13.338,2.7635e-06,0.01471552601419315,0.07306230241457343,0.037971979180101714
23,535.09,0.50025,107.32,15.897,1.6036e-05,0.0295335819429123,0.07316531491163826,0.05282282500503708
24,447.61,0.55455,95.569,10.085,4.8432e-06,0.019999151569056794,0.07296225698091621,0.04322375928436472
25,468.31,0.50973,101.2,15.953,2.7644e-06,0.016289654198532476,0.07308322104122733,0.039552765970110364
26,472.95,0.50022,100.1,14.985,2.6672e-06,0.01573014833099462,0.07309114847172848,0.03899578348207306
27,460.73,0.51702,98.837,15.315,2.3645e-06,0.016651627444588955,0.07306346608423911,0.03990845101805636
28,443.43,0.52069,103.03,15.98,2.5105e-06,0.0173255126079384,0.07301242322271524,0.04056608873396364
29,479.36,0.50002,100.61,15.499,2.7227e-06,0.015601167647408928,0.07310250970301675,0.03887041919072565
30,432.05,0.55958,104.15,15.982,3.5498e-06,0.018572476495677247,0.07298873772067381,0.04180551329224348
31,490.64,0.50988,114.47,14.942,1.1376e-05,0.017386622195907076,0.07298232569587647,0.04061761798158986
32,362.95,0.57257,87.65,15.982,1.9686e-07,0.019302123613618237,0.0729770223578345,0.042531431294372486
33,468.21,0.53796,100.03,15.913,3.5272e-06,0.018525926351959696,0.0730944574358264,0.04179261477902353
