Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1637.3,0.20007,155.63,6.0387,0.17253,0.13095,0.51422,0.26512,0.26031,0.10158,0.11727,0.11982,0.12999,1.8117861578211225
1677.5,0.20261,151.88,6.0857,0.17288,0.13025,0.51049,0.28317,0.25971,0.10162,0.11716,0.11988,0.13006,1.8252097034277033
1685.0,0.20071,152.77,6.0174,0.17271,0.13035,0.50252,0.29301,0.25972,0.10154,0.11716,0.12007,0.12995,1.8270300841832932
1676.7,0.20266,152.1,6.0718,0.17285,0.13027,0.50998,0.28759,0.25971,0.10161,0.11716,0.1199,0.13005,1.829136617277155
1678.3,0.20248,152.14,6.0582,0.17283,0.13027,0.50888,0.29178,0.2597,0.10159,0.11716,0.11994,0.13004,1.8321895081155015
1673.5,0.20261,152.14,6.0578,0.17283,0.13031,0.51139,0.28958,0.25974,0.1016,0.11717,0.11991,0.13006,1.8325799471559119
1677.4,0.20265,152.1,6.0629,0.17285,0.13027,0.50962,0.29156,0.2597,0.1016,0.11716,0.11992,0.13005,1.8327326986845018
1656.2,0.20074,156.05,6.0617,0.17258,0.13072,0.50353,0.30407,0.26014,0.1016,0.11724,0.11988,0.12993,1.8397067059181038
1693.7,0.20267,152.0,6.0851,0.17289,0.13009,0.50459,0.30403,0.25957,0.10161,0.11713,0.11997,0.13001,1.8398879007274251
1638.8,0.20169,155.95,6.0927,0.17263,0.13083,0.51551,0.29377,0.26028,0.10165,0.11727,0.11972,0.13001,1.841666122397376
