Param (lh_0),Param (lh_1),Param (tau_0),Param (n),Param (gamma_0),Error (g63),Error (g237),Error (g303),Error (g59),Error (curve),Error (g86),Reduced Error
353.8,35.951,63.69,14.804,7.4328e-05,0.27613,0.036137,0.032731,0.027182,0.27765,0.020512,0.11172323233450909
349.03,35.568,64.214,14.806,7.4684e-05,0.27584,0.036199,0.032693,0.027187,0.28106,0.020492,0.112245203245521
359.93,36.172,63.224,14.844,7.3959e-05,0.27644,0.036059,0.032774,0.027171,0.28158,0.02054,0.11242715101993322
341.37,35.123,64.137,15.477,7.2794e-05,0.27576,0.036228,0.032693,0.027126,0.28306,0.020544,0.11256759630219394
359.96,36.159,63.101,14.844,7.4733e-05,0.27648,0.036063,0.032773,0.027173,0.28767,0.02054,0.11345022948527221
361.18,36.403,63.325,15.35,7.378e-05,0.27655,0.03604,0.032792,0.027117,0.29023,0.020602,0.11388878790468021
359.93,16.315,63.224,14.844,6.7238e-05,0.2767,0.035714,0.032775,0.027046,0.29111,0.020463,0.11396801427848192
353.45,36.067,63.718,15.913,7.3778e-05,0.27633,0.036129,0.032755,0.027071,0.29435,0.020637,0.11454647745263756
362.58,34.915,63.019,15.84,7.5256e-05,0.2768,0.036009,0.032792,0.02706,0.29448,0.020667,0.11463476341044704
326.93,40.365,63.707,14.808,6.2825e-05,0.27523,0.036348,0.032723,0.02724,0.3021,0.020445,0.11568094187850007
