Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
30.779,2.4424,37.458,4.0022,0.12136,0.12147,0.26739,0.14387,0.13906,0.4609,1.9413,0.18071,0.13653,3.512561796040178
29.578,2.4674,36.541,4.0266,0.12141,0.1213,0.26744,0.14377,0.13893,0.45443,1.9617,0.18102,0.13659,3.5266362943570244
29.895,2.4506,38.299,3.9429,0.12125,0.12132,0.26729,0.14414,0.1398,0.43923,2.0384,0.1809,0.13669,3.589051901271895
29.969,2.4567,36.756,4.1208,0.12163,0.12123,0.26775,0.14342,0.13811,0.4754,2.011,0.18105,0.13613,3.5957555637526966
29.771,2.4448,37.879,3.9366,0.12123,0.12134,0.26724,0.14415,0.13982,0.43795,2.0468,0.18092,0.13677,3.596201317038603
28.497,2.43,37.078,3.9144,0.12119,0.12121,0.26717,0.14421,0.1401,0.42354,2.0785,0.18126,0.13696,3.6141736526088075
36.854,2.452,38.89,4.307,0.12203,0.12195,0.26831,0.14293,0.13603,0.52343,2.0577,0.17945,0.13385,3.6856638575277483
33.452,2.4548,45.853,3.8706,0.12119,0.12142,0.26748,0.1447,0.14078,0.4454,2.2036,0.18016,0.13604,3.7607427409999756
31.174,2.4134,36.168,3.9073,0.12111,0.12181,0.26695,0.1442,0.13967,0.4513,2.2133,0.18049,0.13715,3.7759521186454945
52.111,2.5043,37.974,4.0947,0.1214,0.12433,0.26663,0.14384,0.13579,0.52285,2.1721,0.17665,0.13331,3.796876818943393
