param_type,param_name,out_l_bound,base,out_u_bound,in_l_bound,in_u_bound
input,cp_tau_s,0,10,1,2.612476564128437,3.545838832510257
input,cp_b,0,10,1,-0.08500139965890231,0.9989085505075693
input,cp_tau_0,0,10,1,1.6480085294332967,2.6653745817461663
input,cp_n,0,10,1,0.38232328338198107,1.2970379093793596
input,average_strain,0,10,1,-2.0621662811348473,-0.5435580478983131
output,average_stress,0,10,1,2.336679827345716,3.9209003936410824
