iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,993.9967672936566,847.9801693058996,701.3923489725693,26.432566995723874,573.2367489702397,973.9540566087137,143.8066172065448,14.142442585654662,1.148925290096747,0.09268037037058303,1.1784263682408789
2,538.3778167986175,974.1847433749612,231.44525688347352,69.51550993920854,952.7033284270376,629.9198634027375,21.421465610906615,9.286056900699156,0.3016117702725579,0.09776032492082387,0.3327298481713958
3,928.7874189944675,403.90941559253923,394.8278435628041,926.0561221184469,157.9088279397279,573.1888215292877,98.24406929913287,4.336984612821533,0.2772818291316234,0.09688929138110855,0.30812264844357223
4,383.57184631450696,694.3729567637591,775.4637018727683,662.5693606507784,436.34353928657913,868.5765751227678,255.53887254995217,1.2534230138301936,0.6565842539811303,0.12058424039622725,0.6949674098172123
5,17.466790797316417,554.5645442570499,653.4539414800206,854.8381951713048,215.7059538526771,522.5482710164636,53.81159823601482,13.976717697266478,0.10341028536815015,0.17883200264438837,0.16033427977590475
6,465.73916924166684,315.057959715831,865.990043898747,983.7050225932428,739.0476900728446,759.2521867049531,341.51688663766157,5.735812811284316,2.373985514428443,0.09334809099448603,2.403699134648372
7,587.7538048634585,889.2006501309223,34.661460643896234,462.6047206819182,309.85187364129985,322.2135406700056,384.6313161275096,7.849964641047709,2.3155229289747425,0.09167812961703237,2.344704983978683
8,818.8252141401136,758.0053447632006,604.832690107231,430.3139193743757,22.488117076348978,915.4033836977045,310.95403335442154,3.2513143870197143,1.6035764226949907,0.0981600622884114,1.6348217409498087
9,670.7965973328887,97.08541449201606,896.0561494446765,693.1559845594701,658.6887799301945,414.1345522010987,361.25257631479997,17.686503089407356,2.6143563592166306,0.14823165666434818,2.661539960978294
10,286.5421028227961,126.93655952231097,174.97477646093876,166.28825924006475,492.3726684866615,103.08397394209837,411.1382374461855,17.477957845217908,2.5010074694436777,0.14636688282173882,2.5475974952557414
11,724.2898949728564,588.4521033108559,454.6011624488741,353.76355322595407,901.8552015868839,136.34279444025958,240.28998462124866,11.158017506707333,1.6832845920212554,0.25498353408963226,1.7644483717360668
12,323.8515622074568,37.452564511771236,338.1211841872361,585.1457690188611,68.36936649659117,273.75869320426995,465.5233192021666,19.674721228973443,2.725228533839531,0.18614278427976083,2.7844796223175554
13,218.60404623824016,461.2928697628559,514.5219064899817,795.1462706227431,329.2295376360348,57.22894901512772,195.3291272772048,15.419148291889524,1.029072178300455,0.14384578705357176,1.0748597144054952
14,93.06118194669655,203.36899343251343,265.715168155575,255.7332490031703,867.942294345967,749.9917888658392,89.31308581092891,5.831837014542729,0.3867149262881825,0.09575294139953358,0.4171940341668312
15,132.9964331013964,278.02784685001734,124.37771704356939,502.6811203772795,550.2756357829431,192.48026673198052,488.594014892343,12.238586017637589,3.1023354466135404,0.1899719968856299,3.1628054113203126
16,755.6834392456512,657.6494810830252,947.96579830246,228.460210350213,767.5623955531571,453.9228256036905,159.27786182447565,9.70115921925196,1.2615521914481576,0.0924323119997092,1.2909743101604896
17,4.1329,580.43,667.33,860.35,230.43,631.12,87.188,8.8923,0.293490975901739,0.0924042145677363,0.32290415092369773
18,74.206,479.04,668.56,863.01,1.7036e-05,737.34,0.55188,11.36,0.564468766935574,0.1073940207346126,0.5986533454524282
19,0.42122,570.13,652.95,874.27,220.4,971.13,72.995,8.5866,0.252324306265943,0.09330724900837206,0.2820249260779205
20,0.018303,502.04,624.71,865.92,146.46,293.94,70.326,12.262,0.04679180332472042,0.19651260527113523,0.10934370834225565
21,0.018425,501.83,620.35,857.29,238.47,219.21,70.882,12.334,0.08840207297158041,0.1688655952663579,0.14215366138117286
22,0.0048024,581.96,647.24,921.22,224.15,286.25,65.809,11.736,0.09754126360568205,0.2298481980945384,0.17070421738070396
23,0.0020493,493.78,622.77,977.67,535.14,471.67,53.371,10.583,0.2352787128823957,0.1630696416083326,0.2871853919427756
24,0.056463,414.39,629.68,753.41,148.77,360.73,68.136,11.344,0.03666681227056774,0.1349150076304121,0.07961159299388947
25,0.26041,727.8,498.31,764.11,176.99,384.31,60.504,9.4303,0.05862164410833266,0.17523133566730345,0.11439951062042564
26,88.37,195.7,6.9274,770.22,3.4951,508.57,30.042,11.809,0.5879262360176821,0.10032791079293082,0.6198616018832375
