iteration,cp_lh_0,cp_lh_1,cp_lh_2,cp_lh_3,cp_lh_4,cp_lh_5,cp_tau_0,cp_n,stress_error,geodesic_error,reduced_error
1,554.1357061443464,469.42941184356386,280.09360737300125,54.72674581294871,212.22570737419755,936.2000457323069,173.01287948573517,11.198359564481112,0.830688720737127,0.09183777241617949,0.859921591622294
2,758.5343649851624,769.9416066864145,776.4284447804558,883.6099145228416,642.2891874131841,105.3991299950285,101.36729538589385,15.442330520357642,0.7757634799485812,0.1746347412434085,0.8313514445575063
3,158.36124744758723,353.9923439009036,381.17803647598396,70.7707886984002,106.5183610940233,939.3860541335438,233.5379327892993,17.466864557298297,1.2316001375144454,0.09497484789653252,1.2618315705387135
4,625.1411555989961,118.66246266231006,850.3777782841188,866.8290390441167,826.5198172780608,414.83149029646114,412.57962263583437,19.890626056840304,3.00189288658443,0.18519207170180865,3.0608413538499732
5,824.5317791427402,665.6406400451867,913.2407055514918,470.99290681506574,340.8413005831325,700.6791503043422,285.93901817782483,15.098884045003302,2.0345444329933624,0.14861060895773065,2.0818486590164014
6,574.4437423855813,601.2892911937977,39.956600694724244,282.6875460266924,449.83177989223134,474.1747974749374,381.32817027083667,6.875330063891635,2.220857356060942,0.09335994576486506,2.250574749771481
7,962.0730440609279,540.0722115871355,342.78954646798775,762.8413729514825,506.24347877518903,762.490739483291,3.9274381523188158,2.859872969775651,0.2837893821613386,0.1035837297906308,0.3167611074014868
8,230.3874863221548,993.1290485814914,550.6667209410568,369.68033079550247,298.8017932033799,131.40888779012073,370.87454391229926,12.924244842695515,2.346802739470738,0.1842846945112338,2.4054623796060235
9,39.06378494122524,905.5004341105329,452.8565390241636,713.9551442706049,979.2212107419692,573.622711348753,259.2490849735464,1.8331298750263072,1.1256432233194067,0.11069789716433656,1.1608794583665716
10,885.955358953164,245.53540245714106,105.27246015667392,244.39489695617058,42.43188610027042,531.1476790552805,318.4292711435222,7.96141846739245,1.621167128553994,0.0940995738760926,1.651119953204436
11,438.06460603233,16.12580897903361,134.62708617351967,169.203332657384,390.88928428193464,1.6078706366079374,87.60957321612455,9.876664735708738,0.07395041429115164,0.09903361705070299,0.10547379366293003
12,314.77924052631505,389.14176155927356,988.504764729551,650.8841905828788,899.9255723048216,662.9998954823609,213.13885983834692,12.738035525108822,1.6679669031187943,0.09266272735414872,1.697462365316373
13,292.35946578952405,266.7643458551607,670.3948128592413,984.4535610724524,144.16577402230297,245.0184828719086,471.4679012475143,8.324884559688098,2.8847899237663355,0.19568077438219694,2.9470770487882887
14,712.5586584202988,138.62425137253814,243.68149371650244,565.6383430618702,617.3875209298889,363.22180564586193,134.67359079220873,3.7648231127648013,0.4811788166247062,0.09996787371884308,0.5129995791301867
15,88.57776650921723,713.9798949315003,712.1595179020987,393.35815513055223,742.9512246434695,868.7460147898752,447.5652608286275,17.794588004537044,3.2762991447346144,0.09148997180990903,3.305421307248385
16,397.50344827382094,867.2800687724675,594.8821064757205,523.6784751657218,796.6410942798514,256.14924310840405,46.01330300378142,4.97071033601372,0.2902362854724976,0.09614950836726312,0.32084162453750853
17,446.89,162.69,7.1188,172.02,393.98,0.19555,70.581,6.2708,0.22467306543018664,0.10179681774221858,0.2570759988995843
18,467.5,16.43,199.57,284.52,339.53,1.8049,55.968,10.184,0.2639287349306183,0.163067654773426,0.3158347815618052
19,454.88,1.4535,186.89,89.043,308.67,75.666,12.395,13.953,0.5952778875153071,0.09837375335596094,0.6265912257495153
20,429.86,13.954,193.67,229.49,422.26,4.9871,76.115,9.3177,0.09784783433091959,0.09785226358198662,0.12899517721452805
21,875.98,23.05,256.97,174.91,350.54,4.8281,97.799,13.026,0.12384894236405254,0.09893767577674498,0.155341782679837
22,447.13,7.7279,75.842,345.68,393.87,8.0143,88.278,10.006,0.08382599733443308,0.17544746331039904,0.139672659412001
23,588.59,4.8669,134.52,262.27,390.8,63.127,86.944,14.228,0.044301274599677844,0.12093425759955896,0.08279584437191467
24,597.68,32.038,234.52,296.32,352.29,1.2643,85.532,5.9955,0.07458665507514965,0.0978723781632692,0.1057404006288368
25,608.78,99.321,235.75,482.55,353.26,0.96054,74.329,6.1413,0.09229935758218481,0.0980790775456402,0.12351889759274873
26,586.0,5.5765,133.67,261.67,528.3,147.13,83.491,14.957,0.07588616348396386,0.09939673924710427,0.10752512824074954
27,650.01,9.8972,276.82,285.94,333.86,1.8536,77.363,16.398,0.048589863993256474,0.17173344035801957,0.10325431584756849
28,726.1,12.418,290.02,279.03,187.58,0.10009,57.473,15.133,0.2533625594257114,0.09831790590212025,0.28465812086324394
29,648.18,43.941,291.74,320.72,809.1,2.432,77.093,17.996,0.23761291716058272,0.10223063510982794,0.27015393898688866
30,622.05,238.28,327.64,9.4573,299.41,0.67954,45.423,17.095,0.24698878386891857,0.09744334193204263,0.27800596294867524
31,631.66,10.315,321.77,302.76,189.18,0.24863,79.495,5.1593,0.1648782714464883,0.09690242832433332,0.19572327237733977
32,649.94,4.0116,301.55,182.03,467.36,57.41,78.501,16.184,0.0508966258224623,0.0977905633170856,0.0820243289017726
