Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g190),Error (g60),Error (g278),Error (g79),Error (g237),Error (g189),Error (g178),Error (g215),Reduced Error
1233.1,0.46775,271.1,1.3324,0.50011,0.16808,0.10385,0.089925,0.075394,0.15927,0.2366,0.064702,0.039674,1.4376095270698912
1232.6,0.46504,271.1,1.3311,0.5048,0.16808,0.10384,0.089907,0.0754,0.15932,0.23664,0.064768,0.039606,1.4423660088516017
1239.4,0.47156,271.1,1.3298,0.5064,0.16807,0.10386,0.089936,0.07541,0.15924,0.23662,0.064696,0.03971,1.4439323309759557
1269.6,0.46732,270.1,1.3342,0.50946,0.16799,0.10386,0.089848,0.075363,0.15924,0.23662,0.064798,0.039539,1.446709919003029
1229.5,0.47296,271.62,1.3299,0.50943,0.1681,0.10386,0.089965,0.075416,0.15923,0.2366,0.064641,0.039777,1.4470092706083773
1220.8,0.47822,271.09,1.3269,0.50966,0.16813,0.10386,0.090025,0.075441,0.15919,0.23658,0.064553,0.039914,1.4473486715682236
1274.2,0.46666,270.11,1.3327,0.51197,0.16797,0.10386,0.089832,0.075369,0.15926,0.23664,0.064847,0.039495,1.4492478157936395
1240.7,0.46469,271.09,1.3297,0.51169,0.16806,0.10384,0.089885,0.075404,0.15933,0.23667,0.064825,0.039554,1.4492630689745956
1271.6,0.4673,271.1,1.3311,0.51299,0.16798,0.10385,0.089834,0.075382,0.15927,0.23667,0.064866,0.039494,1.4503375180307398
1264.6,0.47112,270.48,1.3326,0.51402,0.168,0.10387,0.089881,0.075378,0.15921,0.23661,0.064743,0.039624,1.451324638430248
