Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1492.0,0.17058,123.65,6.6355,0.061857,0.13001,0.157,0.093261,0.068235,0.054554,0.564917737066278
1491.6,0.17036,123.77,6.6353,0.061855,0.13001,0.15756,0.093261,0.068237,0.054558,0.5654767534151439
1477.9,0.17315,123.32,6.7032,0.062017,0.12995,0.15883,0.093051,0.068173,0.054554,0.5665783251905788
1475.0,0.1729,123.62,6.6323,0.061862,0.13003,0.15962,0.093256,0.068227,0.054554,0.5675490647104334
1492.5,0.16937,124.31,6.6889,0.06197,0.12991,0.1606,0.093096,0.068205,0.054575,0.568362767913452
1476.3,0.17253,124.1,6.6754,0.061953,0.12996,0.16085,0.093126,0.068198,0.054563,0.568645900756001
1505.8,0.1709,122.84,6.4412,0.061445,0.13038,0.16057,0.093852,0.068301,0.054525,0.5690791134401736
1470.2,0.1731,124.05,6.6792,0.061965,0.12996,0.16129,0.093109,0.068193,0.054567,0.5690803311516472
1492.3,0.17168,123.61,6.6457,0.061881,0.13001,0.16121,0.093231,0.068222,0.054541,0.5690902112430107
1507.4,0.17029,122.76,6.4595,0.061482,0.13034,0.16071,0.0938,0.068298,0.054527,0.5691638730997409
