Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g126),Error (g223),Error (curve),Error (g80),Error (g72),Error (g56),Error (g237),Error (g262),Reduced Error
1645.7,0.19983,151.19,6.1673,0.17248,0.13,0.42797,0.3824,0.25999,0.10152,0.11707,0.12024,0.12955,1.8412296458728128
1635.4,0.19911,151.39,6.2089,0.17238,0.13032,0.43121,0.37858,0.2603,0.10161,0.11708,0.12016,0.12962,1.8412672561684065
1655.2,0.19462,153.22,6.2105,0.17218,0.13056,0.41331,0.40079,0.26054,0.10165,0.1171,0.12025,0.12953,1.8458963411797327
1632.8,0.19783,151.56,6.1719,0.17234,0.13028,0.42589,0.39314,0.26023,0.10152,0.11709,0.12026,0.12952,1.8502621756569986
1617.9,0.20223,151.49,6.2043,0.17246,0.13022,0.43713,0.38224,0.26021,0.10157,0.11709,0.12011,0.12963,1.8506572846245797
1646.8,0.19579,152.47,6.0412,0.17239,0.12983,0.44367,0.38268,0.25969,0.10124,0.11708,0.1206,0.12924,1.856410409205495
1650.8,0.1998,151.55,6.1199,0.17252,0.12979,0.42483,0.40229,0.25975,0.10142,0.11707,0.12036,0.12945,1.857491631201064
1631.2,0.19775,153.43,6.2037,0.17223,0.13051,0.41578,0.41021,0.26048,0.1016,0.11711,0.12021,0.12953,1.8576580603351154
1632.0,0.19578,153.66,6.1541,0.17219,0.13045,0.40879,0.41765,0.26037,0.10149,0.11711,0.12034,0.1294,1.8577864769324408
1631.9,0.19667,152.26,6.1792,0.17226,0.13043,0.42046,0.40698,0.26036,0.10154,0.1171,0.12026,0.1295,1.8588988577782604
