iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,83.99,6.1674,47.796,13.845,3.2362e-05,0.46753299370913026,0.07197267823537212,0.49044260872657414
2,226.28,0.07443,57.829,14.074,3.1666e-05,0.10583821126746551,0.07336111050660274,0.12918977800313872
3,313.01,4.6363,64.219,15.739,4.7744e-05,0.08799874367015323,0.07373424312581826,0.11146908220738039
4,275.74,0.060354,64.129,14.575,4.7301e-05,0.018361545746972303,0.073440201163858,0.04173828782075463
5,267.61,0.11307,62.364,15.043,5.3439e-05,0.02918979579590483,0.0734737381341832,0.05257721301889433
