Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
249.1,75.28,687.53,837.77,334.04,433.47,417.36,2.9101,0.13684,0.29991,0.049321,0.16448,0.21499,0.10594,0.090624,0.048498,0.040701,1.15130625129397
251.2,73.906,697.97,833.23,331.14,430.19,419.39,2.9157,0.1369,0.32098,0.049379,0.16527,0.21496,0.10618,0.0905,0.048524,0.040385,1.1730705706013056
250.52,75.48,693.96,835.93,342.05,429.5,419.85,2.9392,0.13677,0.324,0.049367,0.16452,0.21493,0.10607,0.090748,0.048161,0.040549,1.1751167492095649
251.74,75.29,693.5,823.91,342.47,429.59,419.27,2.9377,0.13689,0.3459,0.049345,0.16447,0.21491,0.10606,0.090628,0.048077,0.040549,1.1968429718300904
252.0,75.544,693.77,821.57,342.02,429.54,419.33,2.9374,0.137,0.35172,0.049418,0.16463,0.21492,0.10617,0.09068,0.047815,0.04039,1.202745448841987
252.27,75.535,693.77,818.14,342.02,429.54,419.46,2.9373,0.13706,0.36153,0.049439,0.16469,0.21492,0.10621,0.090674,0.047711,0.04033,1.2125661269638994
254.26,75.217,694.09,817.23,332.68,439.65,419.85,2.9415,0.13705,0.36421,0.049422,0.16489,0.21484,0.10626,0.090747,0.047649,0.040196,1.2152666616935635
250.82,75.363,683.93,820.25,337.13,430.57,420.33,2.9367,0.13703,0.36965,0.049428,0.16471,0.21496,0.10621,0.090664,0.047861,0.040425,1.2209444270156085
253.28,74.853,693.94,821.78,337.08,429.73,418.19,2.9374,0.13691,0.38059,0.049329,0.16458,0.21492,0.10607,0.09052,0.048206,0.040552,1.2316884929384821
251.91,74.799,693.84,822.7,342.38,429.61,426.04,2.9377,0.13693,0.38046,0.049469,0.16509,0.21497,0.10636,0.090917,0.04777,0.040212,1.2321741883659354
