iteration,cp_lh_0,cp_lh_1,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,83.99,6.1674,47.796,13.845,3.2362e-05,0.4709514790466066,0.07201515535342776,0.4938746149506642
2,226.28,0.07443,57.829,14.074,3.1666e-05,0.11115230321370567,0.07335314944758478,0.13450133586558896
3,313.01,4.6363,64.219,15.739,4.7744e-05,0.07977181446616749,0.07362072559316742,0.10320601925049669
4,275.74,0.060354,64.129,14.575,4.7301e-05,0.019157182619586093,0.07341291867282444,0.04252524040675272
5,267.61,0.11307,62.364,15.043,5.3439e-05,0.037454619440541244,0.07351098520335295,0.06085389277387884
6,222.09,414.08,62.556,13.728,5.46e-05,0.023881069065100007,0.07400904637666146,0.047438880193826
7,239.74,247.89,64.463,15.775,4.9311e-05,0.020375352437777668,0.07357271353593778,0.04379427450963466
8,208.0,484.22,63.669,14.118,5.4619e-05,0.02054678937443729,0.07420450555959028,0.04416681709343494
9,206.6,511.04,63.66,15.163,5.7604e-05,0.02069537996025569,0.074309994541022,0.04434898586492651
