Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
4.6051,0.65391,218.64,1.0547,0.22205,0.12416,0.20632,0.098919,0.10658,0.1829,1.2549,0.10573,0.20098,2.5025211937010448
317.14,2.2053,92.516,6.7208,0.16,0.11657,0.13609,0.061407,0.1341,0.14587,1.0835,0.06699,0.63332,2.537883236404352
313.9,2.0517,93.768,6.793,0.15986,0.11641,0.13574,0.061232,0.13456,0.14526,1.0914,0.067121,0.71107,2.6226367530554153
294.73,3.3553,104.73,7.3185,0.15998,0.11371,0.13255,0.061331,0.1367,0.15856,1.2248,0.066599,0.59952,2.653726177098343
314.51,3.7561,93.192,7.3741,0.15944,0.11518,0.13323,0.061052,0.13657,0.15474,1.0626,0.066353,0.8954,2.7845857088208694
2.837,0.72846,179.42,1.0526,0.22298,0.12345,0.20432,0.09813,0.10751,0.18557,1.5372,0.10499,0.20248,2.78661151363643
28.847,1.3511,139.62,1.0187,0.2264,0.12349,0.2055,0.10099,0.10531,0.19229,1.5649,0.1056,0.20366,2.8281684991250144
1.7101,0.65558,219.58,1.1757,0.21847,0.12054,0.20171,0.096196,0.10415,0.18257,1.5993,0.10296,0.20301,2.8288878414431347
27.397,1.4307,138.46,1.0086,0.22662,0.12378,0.20552,0.10106,0.10575,0.19247,1.5647,0.10592,0.20381,2.8295851078103627
0.41277,0.42296,259.74,1.2274,0.21553,0.12031,0.19965,0.094116,0.10488,0.17748,1.6936,0.10198,0.20444,2.9119606209523115
