Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g72),Error (g262),Error (g223),Error (g237),Error (g51),Error (curve),Error (g80),Error (g126),Reduced Error
1143.2,0.23504,124.08,5.6646,0.043154,0.090015,0.11425,0.1354,0.097617,0.13312,0.26157,0.25577,0.030669,1.161574771502711
1105.6,0.23934,124.98,5.4125,0.046064,0.10771,0.11414,0.13656,0.098982,0.13399,0.24268,0.2547,0.031173,1.1660113141749893
1110.8,0.23634,125.24,5.3968,0.046238,0.10831,0.11415,0.13653,0.099056,0.13404,0.24553,0.25466,0.031216,1.1697404466373984
1115.9,0.23627,124.76,5.4067,0.04616,0.1082,0.11417,0.13639,0.098955,0.13401,0.24662,0.25473,0.031148,1.1704014696502865
1108.6,0.23629,125.24,5.3968,0.046218,0.10823,0.11415,0.13656,0.099058,0.13405,0.24682,0.25466,0.031211,1.170956966915977
1109.9,0.23739,124.43,5.4167,0.046004,0.10767,0.1142,0.13643,0.098887,0.134,0.24888,0.25478,0.031085,1.1719417778336172
1111.2,0.23579,125.15,5.3971,0.046226,0.1083,0.11416,0.13652,0.099042,0.13405,0.24834,0.25467,0.031201,1.1725048941545475
1105.6,0.23956,124.98,5.4226,0.045942,0.1074,0.11415,0.13655,0.098938,0.13397,0.2499,0.25474,0.031152,1.1727361798168165
1104.8,0.23705,125.78,5.4133,0.046002,0.10763,0.11413,0.13665,0.09905,0.13402,0.24958,0.25467,0.031226,1.1729665643071383
1109.4,0.23728,125.89,5.4166,0.046012,0.10775,0.11412,0.13659,0.099043,0.13399,0.24969,0.25468,0.03124,1.1731035480270382
