Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595128
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595128
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595128
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595128
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595128
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595173
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595173
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595173
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595173
1289.1,0.28391,151.98,4.6186,0.012392,0.012392241879595173
