Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
600.95,0.66072,139.8,9.1675,0.15887,0.11983,0.1247,0.056773,0.13998,0.11865,0.39381,0.070447,0.5727,1.7557586233782199
609.09,0.65832,140.2,9.1182,0.15888,0.11985,0.12482,0.056867,0.13985,0.1186,0.41038,0.070414,0.56944,1.769091992328995
609.92,0.66129,138.04,9.449,0.15829,0.12022,0.12409,0.056281,0.14063,0.11603,0.43101,0.070785,0.57388,1.7912083170341944
583.09,0.69084,142.32,9.2008,0.15881,0.11969,0.12459,0.056664,0.13996,0.11948,0.47617,0.070309,0.52623,1.7919045697148412
622.45,0.63353,138.77,9.2033,0.15878,0.11998,0.12467,0.056718,0.1401,0.11755,0.39827,0.07057,0.60906,1.7957110009687294
606.19,0.64189,140.95,9.1809,0.15887,0.11976,0.12465,0.056703,0.14003,0.11881,0.38349,0.070414,0.6288,1.801534969920253
617.56,0.63773,138.33,9.2891,0.15864,0.12002,0.12442,0.056553,0.14031,0.11708,0.40132,0.070665,0.61616,1.805168741340683
616.66,0.63426,140.43,9.1474,0.15888,0.11983,0.12474,0.056785,0.13996,0.11853,0.39045,0.070438,0.62579,1.805411189842412
616.59,0.63435,140.37,9.1335,0.15891,0.11982,0.12477,0.056815,0.13993,0.11864,0.39153,0.070431,0.62772,1.808561009418006
609.27,0.63807,139.98,9.1915,0.15887,0.11982,0.12464,0.056705,0.14008,0.11849,0.38988,0.070479,0.63114,1.8101027419131954
