Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1993.1,0.11607,124.9,19.996,0.1306,0.25303,0.055931,0.084147,0.071357,0.06208,0.6571396841149051
1993.5,0.11595,124.86,19.994,0.1306,0.25312,0.055931,0.084149,0.071355,0.062083,0.6572324561524172
1984.1,0.11669,124.67,19.997,0.13061,0.25316,0.055929,0.084133,0.071376,0.062079,0.6572885523712763
1993.1,0.11595,124.86,19.986,0.13059,0.2532,0.055931,0.084151,0.071353,0.062084,0.6573106963130545
1993.4,0.11602,124.85,19.97,0.1306,0.25326,0.055931,0.084148,0.071357,0.062086,0.6573809968078288
1993.4,0.11597,124.79,19.995,0.13061,0.25326,0.055931,0.084144,0.071362,0.062085,0.6573858488630996
1993.0,0.11588,124.85,19.997,0.13059,0.25329,0.055931,0.084153,0.07135,0.062084,0.6573991451353767
1996.8,0.11604,124.81,19.987,0.13063,0.25329,0.055933,0.084134,0.071374,0.062084,0.6574496931935689
1997.4,0.11606,124.79,19.998,0.13064,0.25329,0.055933,0.084129,0.071381,0.062082,0.6574559371377727
1993.7,0.11592,124.78,19.991,0.13061,0.2534,0.055931,0.084146,0.07136,0.062086,0.6575308370897203
