Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
597.6,0.62992,143.89,9.2793,0.15907,0.11934,0.12372,0.056113,0.14075,0.12134,0.25296,0.070347,0.45463,1.4982751508327552
590.9,0.64606,144.58,9.355,0.159,0.11917,0.12375,0.056081,0.14088,0.12207,0.29264,0.070169,0.43033,1.5140995905012244
558.3,0.65037,149.84,9.2488,0.15942,0.11853,0.12393,0.05624,0.14079,0.12608,0.43473,0.069616,0.28981,1.5191409527411
608.26,0.67173,141.51,9.8246,0.1582,0.11923,0.12323,0.055757,0.14162,0.12039,0.32687,0.070495,0.45013,1.5659159180144897
611.34,0.62193,141.68,9.3801,0.15885,0.11955,0.12362,0.056021,0.14092,0.11985,0.25867,0.070669,0.52021,1.568363342687352
591.58,0.59455,143.36,9.0322,0.15945,0.11954,0.12365,0.056253,0.14042,0.1212,0.24589,0.070646,0.54635,1.5833971444963324
587.35,0.68152,142.04,9.4549,0.1587,0.1193,0.12374,0.055985,0.14101,0.12132,0.2451,0.070183,0.55502,1.590350039910591
596.42,0.65801,140.14,9.2478,0.15887,0.1197,0.12382,0.056092,0.14066,0.11978,0.21625,0.070514,0.59739,1.6030715334564696
628.57,0.62107,145.05,9.7344,0.15846,0.11912,0.12325,0.055856,0.14146,0.12089,0.41957,0.070463,0.42317,1.632221099321372
623.73,0.56446,144.19,9.1538,0.15931,0.11952,0.12352,0.056193,0.14061,0.12027,0.25562,0.070857,0.58779,1.6337058649227807
