Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g207),Error (curve),Error (g72),Error (g262),Error (g240),Error (g14),Error (g101),Error (g287),Error (g95),Reduced Error
0.85443,395.57,449.42,851.65,328.57,884.55,68.173,6.6122,0.058769,0.31908,0.09451,0.13136,0.21171,0.054289,0.041408,0.10571,0.13621,1.1530397710335698
0.83263,396.33,449.11,851.65,328.66,886.87,68.178,6.6189,0.058772,0.32038,0.09451,0.13139,0.21168,0.054338,0.041444,0.10569,0.13619,1.1543925229224843
0.81682,395.72,434.61,853.5,328.83,883.35,68.225,6.7921,0.058338,0.31967,0.094915,0.13195,0.21149,0.054718,0.041809,0.10544,0.1362,1.1545371329848537
0.84201,395.41,455.19,852.4,331.39,875.51,68.154,6.6198,0.058405,0.32279,0.094588,0.13137,0.21185,0.054221,0.041398,0.10566,0.13636,1.1566446969636184
0.87078,397.26,422.02,853.51,328.69,878.6,68.234,6.9086,0.058228,0.32156,0.09525,0.13227,0.21135,0.054876,0.041942,0.10534,0.1361,1.1569195220796056
0.87312,424.87,432.37,853.61,328.4,862.54,68.236,6.8931,0.057956,0.32269,0.09545,0.13193,0.21156,0.054497,0.041565,0.10534,0.13595,1.1569447898350271
0.90683,423.49,423.59,853.48,338.28,860.7,68.234,6.9087,0.058303,0.32408,0.095527,0.13189,0.21148,0.054399,0.041418,0.10549,0.13563,1.1582159868426636
1.0118,421.78,438.99,851.66,328.52,945.21,68.234,6.5591,0.061018,0.32603,0.094083,0.13072,0.21109,0.054016,0.040803,0.10626,0.13537,1.1593916237886792
0.87259,396.4,449.54,853.7,334.05,880.62,68.172,6.5637,0.059027,0.3266,0.094447,0.13115,0.21174,0.0541,0.04122,0.10584,0.13607,1.1602003049868983
0.88062,415.95,441.59,853.53,311.62,874.31,68.272,6.8006,0.057938,0.32626,0.095086,0.13189,0.21159,0.054631,0.041756,0.10524,0.13639,1.1607816011543617
