Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g14),Error (g240),Error (g101),Error (g72),Error (g287),Error (g207),Error (g262),Error (g95),Reduced Error
3482.0,0.021889,159.16,5.6109,1.3698,0.083825,0.22631,0.042729,0.54991,0.11896,0.05112,0.12914,0.12789,2.699648143951975
3431.1,0.024239,162.02,6.0852,1.2487,0.085575,0.22675,0.044859,0.67266,0.11888,0.04844,0.13075,0.12788,2.704476150414549
2095.3,0.021166,181.43,12.343,1.3266,0.11739,0.23402,0.079845,0.53301,0.12061,0.034169,0.14236,0.12859,2.7165762470165062
3601.2,0.0021742,39.955,1.0765,1.9115,0.066892,0.22647,0.042086,0.11288,0.10439,0.071456,0.12891,0.13586,2.8004244822889053
3277.5,0.023873,157.68,6.298,1.2197,0.089256,0.22774,0.048978,0.79996,0.11829,0.045386,0.13298,0.12817,2.810483405613269
3323.9,0.023513,156.1,6.3319,1.3235,0.088371,0.22762,0.048622,0.72615,0.11826,0.045591,0.1331,0.12825,2.839514386116054
3239.5,0.023909,158.89,6.2944,1.1917,0.090138,0.22788,0.04945,0.86374,0.11833,0.045161,0.13296,0.1281,2.8474350429520423
3278.5,0.024187,162.61,6.3158,1.1922,0.089434,0.22763,0.048309,0.86845,0.11867,0.046007,0.13214,0.12785,2.8507132351283007
3300.2,0.023914,165.56,6.3043,1.2018,0.089167,0.22748,0.047571,0.87605,0.11895,0.04676,0.13145,0.12766,2.866904883308158
3209.1,0.023022,156.02,6.2207,1.2298,0.090883,0.22809,0.050288,0.85354,0.11814,0.044831,0.13334,0.12822,2.8771626126476297
