Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g59),Error (g63),Error (g237),Error (g303),Reduced Error
1614.6,0.16453,125.61,3.6648,0.058176,0.14706,0.071764,0.13929,0.11759,0.054365,0.5882486887843053
1624.4,0.16407,125.61,3.6766,0.058119,0.15018,0.071711,0.13924,0.11742,0.054352,0.5910200834090746
1612.6,0.16258,125.5,3.5103,0.05894,0.14597,0.072452,0.14012,0.11989,0.054598,0.5919750226449875
1628.2,0.16336,125.34,3.7379,0.057825,0.15578,0.071488,0.13891,0.11656,0.054302,0.5948647610425642
1624.6,0.16499,125.02,3.9076,0.057145,0.16052,0.070907,0.13807,0.11418,0.054265,0.5950902755659044
1616.4,0.16489,125.61,3.7825,0.057648,0.16101,0.071328,0.13869,0.11598,0.054281,0.5989359607217357
1548.4,0.17353,125.85,3.978,0.056956,0.16958,0.070704,0.1377,0.11328,0.054307,0.6025254018870848
1597.1,0.16638,125.69,4.0527,0.056653,0.176,0.07055,0.13724,0.11217,0.054373,0.6069743143429455
1568.4,0.16976,126.49,3.6501,0.058321,0.16596,0.071843,0.1394,0.1179,0.054381,0.6078029093153926
1457.3,0.18341,126.39,4.0733,0.056584,0.1776,0.070516,0.137,0.112,0.054379,0.6080800024867339
