Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
724.15,0.35422,122.88,19.942,0.055862,0.25629,0.12984,0.070166,0.084631,0.062087,0.6588747453619644
721.96,0.35726,122.47,19.959,0.055856,0.25697,0.12988,0.070214,0.084596,0.062075,0.6595888121785597
705.07,0.3658,122.62,19.96,0.05584,0.25789,0.12981,0.070119,0.084665,0.062077,0.6603968266339989
703.07,0.36738,122.42,19.778,0.05584,0.25796,0.12978,0.0701,0.08469,0.062109,0.6604823376659867
703.1,0.36738,122.45,19.781,0.05584,0.25797,0.12978,0.070099,0.084691,0.062108,0.6604947795739419
703.25,0.36705,122.39,19.779,0.05584,0.25799,0.12978,0.070101,0.08469,0.06211,0.6605147455843166
703.13,0.3678,122.41,19.776,0.05584,0.25802,0.12979,0.070106,0.084686,0.062107,0.660541987930486
704.89,0.36738,122.41,19.776,0.055842,0.25829,0.1298,0.07012,0.084675,0.062104,0.6608318217979189
702.17,0.36754,122.35,19.737,0.05584,0.25839,0.12977,0.070091,0.084701,0.062118,0.6609132012891593
701.38,0.3678,122.41,19.776,0.055838,0.25848,0.12977,0.070087,0.084701,0.062112,0.6609915708702634
