Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1994.8,0.11541,124.42,19.09,0.13015,0.18294,0.055735,0.084187,0.071302,0.062283,0.5866024940750965
1953.8,0.11687,124.67,19.228,0.12989,0.18334,0.055715,0.084228,0.071221,0.06226,0.5866553499704483
1956.7,0.11664,124.68,19.215,0.12989,0.18347,0.055715,0.084233,0.071217,0.062263,0.5867811303659902
1970.8,0.11694,123.84,19.222,0.13022,0.18404,0.055739,0.084125,0.071369,0.062264,0.5877554744140348
1935.5,0.11648,123.53,18.383,0.12916,0.18533,0.055456,0.084213,0.071175,0.062464,0.5877923624279388
1953.8,0.11751,123.69,19.011,0.12994,0.18446,0.05566,0.084122,0.071342,0.062305,0.5878289415726599
1975.2,0.11695,124.39,19.34,0.13028,0.1843,0.055779,0.084153,0.071339,0.062233,0.588088373696175
1979.9,0.11701,124.19,19.418,0.13041,0.18433,0.055805,0.084133,0.071372,0.06222,0.5882641869459635
1982.6,0.11643,124.12,19.413,0.1304,0.18452,0.055805,0.084143,0.071365,0.062229,0.5884617820411595
1995.2,0.11483,125.03,19.23,0.1301,0.18505,0.05577,0.084268,0.07121,0.062254,0.5886593901012136
