Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
314.06,14.615,40.866,6.1915,0.24047,0.13194,0.12664,0.081363,1.5976,0.085534,0.095575,0.22725,0.05504,2.6414042806658666
305.72,14.537,40.155,6.1826,0.23969,0.1318,0.12661,0.081167,1.5997,0.085491,0.095638,0.22724,0.054729,2.6420398812480244
312.98,14.321,39.985,6.2304,0.24059,0.13167,0.12675,0.081606,1.6014,0.085812,0.095725,0.22744,0.054842,2.6458017727211076
310.75,14.847,40.86,6.2134,0.24012,0.13195,0.12664,0.081059,1.6074,0.085433,0.095541,0.22716,0.054934,2.6502530316325448
310.89,14.842,40.883,6.2169,0.24011,0.13196,0.12664,0.081044,1.6076,0.085428,0.095539,0.22716,0.054929,2.650394836460834
313.75,14.636,41.389,6.2118,0.24002,0.13208,0.1266,0.080994,1.6079,0.085283,0.095494,0.22716,0.054972,2.650546400984829
318.58,14.697,40.851,6.1753,0.24127,0.13189,0.12668,0.081731,1.6061,0.085764,0.095593,0.22731,0.05527,2.6515983627946347
323.96,14.669,40.637,6.2772,0.24189,0.13172,0.12688,0.081812,1.6078,0.086054,0.095668,0.22745,0.055231,2.654496110966479
313.11,14.75,41.476,6.1458,0.24012,0.13215,0.12652,0.081144,1.6133,0.085263,0.095465,0.2271,0.055135,2.6561908094804223
314.31,14.712,41.046,6.2705,0.24028,0.13193,0.12672,0.081007,1.6135,0.085474,0.095548,0.22722,0.054891,2.656574130585436
