Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
694.5,0.50599,144.1,8.4629,0.15932,0.11957,0.12597,0.057531,0.13864,0.11848,0.25731,0.069854,0.42647,1.473147685122959
687.64,0.51154,144.66,8.4181,0.1594,0.11948,0.12615,0.057603,0.13852,0.11885,0.28876,0.069715,0.41516,1.493638631237514
687.4,0.5115,144.71,8.415,0.1594,0.11948,0.12616,0.057607,0.13851,0.11888,0.29004,0.069707,0.41437,1.4941569419822607
701.4,0.50431,143.47,8.6284,0.15913,0.11975,0.12544,0.057277,0.13906,0.11758,0.23373,0.070272,0.47449,1.4967470224193233
705.0,0.51424,141.09,8.6838,0.15882,0.12009,0.12537,0.057181,0.13918,0.11575,0.2706,0.070515,0.45516,1.51266027292509
682.07,0.51187,145.74,8.386,0.15949,0.11937,0.12626,0.057648,0.13844,0.11938,0.31532,0.069614,0.41186,1.5173905539795627
687.48,0.49303,144.82,8.2653,0.15948,0.11952,0.12667,0.057791,0.13811,0.11864,0.34107,0.069576,0.39583,1.52667284876497
701.97,0.47057,143.53,8.2574,0.15939,0.11968,0.12658,0.05778,0.13815,0.11793,0.37336,0.069732,0.3658,1.5283837931145092
686.46,0.53156,143.79,8.3708,0.15927,0.1196,0.12645,0.057677,0.13831,0.11809,0.31171,0.069553,0.4355,1.5361663350665307
684.34,0.53495,142.67,8.5799,0.15918,0.11967,0.1257,0.05738,0.13891,0.118,0.28153,0.070012,0.46787,1.5382545512512837
