Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.020213,8.2856e-07,749.88,502.83,183.23,801.13,80.985,3.3662,0.2173,0.13592,0.044758,0.11911,0.11349,0.093733,0.051908,0.2251,0.076385,1.0777077115975244
0.020069,4.2667e-07,738.99,492.28,179.62,814.46,81.022,3.3709,0.21986,0.13586,0.045071,0.11919,0.11352,0.093581,0.051589,0.22501,0.076421,1.0801017269918367
0.020051,4.3548e-07,739.0,500.25,179.63,802.86,81.82,3.3675,0.22314,0.13588,0.044872,0.11904,0.11351,0.093616,0.051717,0.22496,0.076433,1.0831590458337925
0.02021,4.37e-07,749.92,498.86,179.91,800.89,81.253,3.364,0.22499,0.136,0.044857,0.11903,0.11346,0.093624,0.051771,0.22516,0.076229,1.085122047914733
0.020044,4.3552e-07,739.11,500.68,179.64,802.87,81.658,3.4151,0.22684,0.136,0.045145,0.11927,0.11336,0.093582,0.05073,0.22477,0.075589,1.0852894660220807
0.020032,4.4386e-07,740.13,499.71,179.82,795.04,81.811,3.3596,0.22523,0.13593,0.044794,0.11899,0.11346,0.093649,0.051843,0.22501,0.076411,1.0853137051742556
0.020029,4.4344e-07,747.11,497.83,177.72,794.68,81.464,3.3941,0.22672,0.13612,0.045022,0.11915,0.1133,0.093625,0.051106,0.22503,0.075617,1.0856908165178587
0.020051,4.4311e-07,747.56,503.38,181.85,802.2,81.43,3.3695,0.2261,0.13594,0.044825,0.11902,0.1135,0.093604,0.051719,0.22504,0.076283,1.0860341893618022
0.020183,4.4729e-07,747.19,498.47,181.65,804.36,81.469,3.3261,0.22466,0.13585,0.044654,0.11887,0.11362,0.093655,0.052595,0.22524,0.077024,1.086167729331632
0.020049,4.46e-07,746.68,498.17,177.45,796.75,81.544,3.4037,0.22757,0.13613,0.045084,0.1192,0.1133,0.093619,0.050923,0.22499,0.075496,1.086291881989918
