Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (curve),Error (g86),Error (g237),Error (g303),Error (g59),Reduced Error
1931.3,0.11946,124.45,20.0,0.13067,0.19643,0.055895,0.083877,0.071727,0.062275,0.6008754156416114
1932.4,0.11946,124.53,20.0,0.13067,0.19652,0.055896,0.08388,0.071722,0.062274,0.6009653618895718
1946.1,0.11955,124.1,19.998,0.13083,0.19686,0.055914,0.083864,0.071754,0.062257,0.601480415585262
1946.3,0.11904,124.55,19.985,0.13075,0.1971,0.055907,0.083883,0.071716,0.062273,0.6016230963116779
1926.3,0.11971,123.99,20.0,0.13071,0.19729,0.055888,0.083851,0.071768,0.062282,0.6017896437742161
1954.6,0.1189,124.43,19.996,0.13081,0.19727,0.055921,0.083891,0.071711,0.06226,0.601859580251492
1922.3,0.11958,124.17,19.988,0.13063,0.19752,0.055878,0.083862,0.071749,0.062286,0.6019208199377133
1926.4,0.1194,124.32,20.0,0.13064,0.19753,0.055887,0.083877,0.071729,0.062279,0.6019433860762313
1950.0,0.11942,124.05,19.989,0.13084,0.19731,0.055916,0.083864,0.071753,0.062255,0.6019457337103088
1938.5,0.11978,123.78,20.0,0.13082,0.19752,0.055906,0.083848,0.071781,0.062263,0.6021456819383683
