Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.022899,4.5258e-07,739.87,497.22,180.23,767.93,81.374,3.1191,0.36167,0.13608,0.043471,0.11826,0.1134,0.093445,0.057451,0.22597,0.079719,1.2294688258121758
0.022899,4.5258e-07,739.87,497.22,180.23,764.09,81.374,3.1191,0.36288,0.13611,0.043456,0.11827,0.11335,0.093463,0.057466,0.22598,0.079683,1.2306519876223172
0.022876,4.5254e-07,739.22,497.16,180.07,768.42,81.361,3.0823,0.36317,0.13605,0.043292,0.11815,0.11352,0.093413,0.058064,0.22605,0.080221,1.2319325571439352
0.023434,4.5241e-07,752.63,497.22,180.28,753.97,81.31,3.1195,0.36832,0.13622,0.043358,0.11823,0.11324,0.093476,0.057612,0.22621,0.079496,1.2361649762636175
0.023428,4.5284e-07,752.22,497.06,180.29,753.72,81.308,3.1183,0.36848,0.13622,0.043355,0.11823,0.11324,0.093478,0.057626,0.22621,0.079511,1.2363493757255206
0.023435,4.5187e-07,758.75,497.23,180.5,767.63,81.205,3.1032,0.36871,0.13614,0.043301,0.11814,0.11348,0.093373,0.057898,0.22631,0.079799,1.2371619363352824
0.023173,4.5266e-07,758.88,497.46,180.23,767.44,81.315,3.1179,0.37031,0.13617,0.043376,0.11819,0.11341,0.09338,0.057643,0.22629,0.079571,1.2383302905053999
0.022898,4.5271e-07,751.92,494.36,180.37,767.96,80.595,3.0921,0.37144,0.13611,0.043329,0.11819,0.11349,0.093357,0.057914,0.22624,0.07994,1.2400179335446726
0.023174,4.5265e-07,760.59,497.39,180.36,755.06,81.315,3.1183,0.37295,0.13625,0.043332,0.1182,0.11325,0.093449,0.05767,0.22634,0.079432,1.2408811952774181
0.022899,4.154e-07,709.25,485.8,171.22,769.04,81.518,3.1726,0.3758,0.13629,0.044156,0.11869,0.11282,0.093509,0.055679,0.22551,0.07858,1.2410302725539804
