Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
487.67,0.89855,139.87,10.265,0.15734,0.11906,0.1219,0.055534,0.14292,0.12523,0.83417,0.070635,0.37083,1.9976212981808887
519.61,0.76998,145.75,10.353,0.15729,0.11901,0.12182,0.055368,0.14303,0.12484,0.82323,0.070782,0.45483,2.070190144964215
604.95,0.62812,140.39,10.11,0.15741,0.11959,0.12246,0.055364,0.14252,0.11866,0.55092,0.071215,0.73784,2.0759791885028553
625.28,0.60895,140.08,10.01,0.15748,0.11962,0.1226,0.055435,0.14233,0.11767,0.54278,0.071243,0.77135,2.1005091686127764
608.26,0.64219,139.54,9.6105,0.15815,0.11927,0.12341,0.055928,0.1415,0.11977,0.55803,0.070626,0.76197,2.108659667253356
496.62,0.82633,144.37,10.466,0.15722,0.11897,0.12158,0.055337,0.14329,0.12577,0.83931,0.070891,0.4774,2.109782032252389
603.53,0.62638,141.92,9.6216,0.15826,0.11906,0.12338,0.05594,0.14153,0.12082,0.57691,0.070592,0.74411,2.1105915138557663
634.32,0.59634,139.76,10.029,0.15743,0.11966,0.12255,0.055403,0.14238,0.11703,0.53243,0.071384,0.79344,2.1117121274480257
608.59,0.63555,142.47,9.584,0.15823,0.1191,0.12349,0.055977,0.1414,0.1207,0.59829,0.070473,0.72407,2.111741799381088
625.28,0.60895,140.08,9.6273,0.15816,0.11933,0.12338,0.055882,0.14148,0.11924,0.53639,0.070775,0.78777,2.112401039433897
