Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.020934,4.5379e-07,788.91,506.78,175.27,750.91,82.256,3.1034,0.31851,0.13647,0.043434,0.11838,0.11315,0.094469,0.057089,0.22716,0.078843,1.187500362757819
0.020933,4.5434e-07,789.46,506.25,175.27,749.98,82.473,3.1047,0.32011,0.13648,0.043438,0.11838,0.11313,0.094479,0.05707,0.22716,0.078793,1.1890313796165168
0.020936,4.5394e-07,785.87,506.44,175.22,750.99,82.217,3.1338,0.32126,0.13647,0.043584,0.11849,0.11311,0.094445,0.056346,0.22696,0.07839,1.189067940946986
0.020936,4.5383e-07,789.46,506.55,177.07,749.14,82.485,3.0905,0.31972,0.13644,0.043368,0.11834,0.11315,0.094539,0.057426,0.2272,0.079008,1.189170630395069
0.020938,4.5394e-07,785.4,506.62,173.71,751.2,82.365,3.1244,0.32252,0.13648,0.043532,0.11844,0.11313,0.09445,0.05658,0.22703,0.078569,1.1907416685983625
0.020707,4.5257e-07,790.82,512.45,175.24,769.42,82.606,3.1643,0.32391,0.13641,0.043723,0.11848,0.11326,0.094337,0.055856,0.22681,0.078242,1.191023011908008
0.020923,4.5195e-07,789.43,503.22,175.2,749.64,82.457,3.0953,0.32207,0.13649,0.043437,0.11837,0.1131,0.094483,0.057223,0.22721,0.078855,1.191243930232764
0.020151,4.5358e-07,789.43,507.49,176.15,775.57,82.642,3.1293,0.32352,0.13635,0.04366,0.11839,0.11331,0.09435,0.056531,0.22693,0.07874,1.1917837262667874
0.020919,4.5441e-07,789.26,502.8,175.27,748.93,82.525,3.0818,0.32231,0.13648,0.043373,0.11832,0.11311,0.094541,0.057542,0.22728,0.079052,1.1920068447501615
0.020577,4.5498e-07,795.11,506.12,173.29,773.03,82.61,3.1182,0.32364,0.13645,0.043588,0.11834,0.11326,0.094417,0.056834,0.22715,0.078808,1.192490252785074
