Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g51),Error (g237),Error (g56),Error (g80),Error (curve),Error (g262),Error (g72),Error (g126),Error (g223),Reduced Error
494.38,0.5797,136.34,4.8958,0.13965,0.10312,0.053031,0.25178,1.1689,0.11412,0.083677,0.037071,0.13866,2.08999344287295
638.52,0.4205,121.89,6.387,0.12876,0.095569,0.035482,0.25812,0.56537,0.11418,0.77463,0.030307,0.13411,2.13652264191884
530.11,0.59707,124.1,4.9463,0.13845,0.10234,0.05354,0.25197,1.2456,0.11382,0.079674,0.03565,0.13825,2.1593112507289938
660.95,0.38724,120.52,6.5217,0.12809,0.095295,0.034043,0.25834,0.47443,0.11417,0.89737,0.030143,0.13422,2.1660997437175715
656.29,0.40922,120.0,6.4834,0.1283,0.095192,0.034681,0.25843,0.46052,0.11423,0.99375,0.030098,0.13401,2.2492090118915464
659.97,0.39262,119.3,7.1046,0.12623,0.093344,0.028378,0.2602,0.42143,0.11456,1.0953,0.029563,0.13319,2.302228070440286
535.7,0.55105,124.63,5.0585,0.13766,0.10183,0.051477,0.25245,1.4236,0.11376,0.077282,0.035174,0.13797,2.3311882635767325
487.34,0.72571,127.86,4.7405,0.14079,0.10357,0.057049,0.25133,1.4323,0.11427,0.081457,0.037161,0.13881,2.3567082242244672
511.65,0.61196,124.25,4.7722,0.14009,0.10324,0.056583,0.25138,1.4305,0.11422,0.093274,0.036685,0.13915,2.3651244592078173
520.15,0.54687,129.42,4.8577,0.13926,0.10299,0.054442,0.25155,1.4477,0.11408,0.094799,0.036592,0.13899,2.3803667066072713
