Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g86),Error (g237),Error (g303),Error (curve),Error (g63),Reduced Error
1917.2,0.13193,126.4,5.8847,0.068563,0.054719,0.096138,0.059972,0.11754,0.13131,0.5282438991456305
1923.1,0.1312,126.34,5.7687,0.068625,0.05475,0.096763,0.059595,0.12509,0.13154,0.5363643629066127
1956.9,0.12976,126.48,5.9209,0.068529,0.054736,0.096029,0.060037,0.12871,0.1313,0.5393375123724138
1956.3,0.1298,126.57,5.9188,0.068532,0.054737,0.096043,0.060027,0.12903,0.1313,0.5396692502716284
1953.8,0.12978,125.77,5.9798,0.068491,0.054713,0.095704,0.060246,0.13036,0.13122,0.5407400683502206
1917.5,0.13097,127.89,5.94,0.068603,0.054711,0.095977,0.060054,0.13048,0.13107,0.5408944712391788
1958.8,0.12903,127.28,5.8795,0.068586,0.054749,0.096304,0.05986,0.13011,0.1313,0.5409117427691383
1953.5,0.12962,125.71,5.9737,0.068496,0.054713,0.095735,0.060227,0.13163,0.13123,0.5420274739939879
1953.7,0.12976,125.44,5.8683,0.068531,0.054739,0.096242,0.059916,0.13149,0.13146,0.5423753066661509
1953.6,0.12961,125.69,5.9755,0.068495,0.054712,0.095726,0.060233,0.13202,0.13123,0.5424099101433766
