iteration,cp_tau_s,cp_b,cp_tau_0,cp_n,cp_gamma_0,stress_error,geodesic_error,reduced_error
1,55.592,0.56705,30.023,2.8369,4.4273e-07,0.3046763058286814,0.08908902275780281,0.33303422252294274
2,180.95,0.65937,48.629,3.1537,1.3281e-06,0.037899624255544925,0.08452073320139226,0.06480340922105063
3,186.44,0.59391,52.14,3.9982,1.4498e-06,0.17539634064940418,0.07833497826585137,0.20033113866541705
4,227.22,0.66203,47.852,6.7868,4.3185e-07,0.17353038390722297,0.07402199689376496,0.1970923173135742
