Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g95),Error (g14),Error (g262),Error (g287),Error (g72),Error (g101),Error (g240),Error (g207),Reduced Error
0.020759,4.4052e-07,769.61,488.42,176.41,764.01,80.124,3.3823,0.28753,0.13669,0.045199,0.11912,0.11314,0.094469,0.051019,0.22554,0.074548,1.1472605283394566
0.020447,4.4044e-07,770.08,488.37,175.7,763.76,80.095,3.3809,0.28772,0.13671,0.045199,0.11911,0.11313,0.094467,0.051031,0.22557,0.07454,1.1474743835588932
0.021202,4.383e-07,769.64,492.7,177.18,763.32,80.403,3.4056,0.28905,0.13673,0.045272,0.11918,0.1131,0.094524,0.050629,0.22542,0.074232,1.148138120435373
0.020819,4.4044e-07,770.12,488.36,177.21,763.75,80.08,3.3809,0.28857,0.13668,0.04518,0.11912,0.11315,0.094454,0.051056,0.22554,0.074568,1.1483096839899039
0.020028,4.3868e-07,755.05,492.62,173.79,764.73,81.393,3.366,0.29182,0.13652,0.045079,0.119,0.11319,0.094641,0.051415,0.22538,0.075217,1.1522662028911022
0.020467,4.3801e-07,768.47,487.4,173.5,773.36,80.909,3.3552,0.29153,0.13657,0.045118,0.11898,0.11323,0.094512,0.051636,0.22568,0.075205,1.1524596216949137
0.020075,4.3947e-07,754.65,488.38,173.78,764.8,81.396,3.366,0.29314,0.13652,0.045132,0.11902,0.11319,0.09466,0.051371,0.22539,0.075165,1.153592127972264
0.020479,4.3818e-07,754.92,493.29,173.72,764.65,81.386,3.3558,0.29292,0.13649,0.045005,0.11894,0.11322,0.094598,0.05164,0.22543,0.075414,1.153653506945044
0.017578,4.3804e-07,748.91,492.61,176.32,773.14,80.398,3.4059,0.29427,0.13653,0.045465,0.11929,0.11318,0.09477,0.050451,0.22511,0.074714,1.153775599317747
0.020763,4.4236e-07,761.62,487.39,176.32,774.57,80.889,3.3538,0.29394,0.13644,0.045105,0.119,0.1133,0.094533,0.051673,0.22551,0.07544,1.1549386537781308
