Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
670.77,2.3463,48.871,10.534,0.079377,0.07937711548518704
670.77,2.3511,48.866,10.534,0.079428,0.0794276220595647
670.77,2.3527,48.89,10.534,0.07946,0.07945961894196205
670.77,2.3827,48.436,10.534,0.079594,0.07959395399285028
670.84,2.3868,48.305,10.534,0.079604,0.07960411044774607
659.22,2.4816,48.751,10.534,0.0797,0.07969990453405841
659.46,2.4859,48.705,10.534,0.079766,0.07976624870230103
670.78,2.3941,47.808,10.534,0.079787,0.07978720088282526
670.78,2.3939,47.784,10.534,0.079808,0.0798078969631333
658.39,2.5159,48.139,10.534,0.079828,0.0798275701870546
