Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g14),Error (g262),Error (g287),Error (curve),Error (g101),Error (g95),Error (g72),Error (g207),Error (g240),Reduced Error
1650.0,0.13754,88.41,19.411,0.046761,0.14093,0.11408,0.27741,0.030712,0.13679,0.11376,0.041995,0.22387,1.1263133136937233
1647.1,0.13675,88.323,19.652,0.046684,0.14104,0.11409,0.28578,0.030704,0.1367,0.1138,0.04201,0.22392,1.1347267250619746
1670.6,0.13714,84.474,19.868,0.046319,0.14099,0.11425,0.28866,0.030927,0.13633,0.11369,0.042659,0.22385,1.1376604717777092
1624.1,0.13914,91.461,19.41,0.046992,0.1411,0.11397,0.29338,0.030492,0.13703,0.11389,0.041465,0.22396,1.1422739945434681
1648.7,0.13902,88.274,19.41,0.04675,0.14096,0.11409,0.30014,0.0307,0.13678,0.11376,0.041999,0.22386,1.1490347515598762
1651.5,0.13707,90.52,19.635,0.046919,0.14102,0.11406,0.30387,0.030561,0.13684,0.11392,0.041654,0.22396,1.15280774451455
1615.1,0.14243,88.434,19.756,0.046596,0.1413,0.11405,0.30556,0.030611,0.13671,0.1138,0.041901,0.22397,1.154503178579469
1606.0,0.14509,88.353,19.695,0.046588,0.14136,0.11404,0.30961,0.030588,0.13674,0.11378,0.04187,0.22396,1.15853411624893
1640.9,0.13572,91.714,19.98,0.046918,0.14121,0.11402,0.32209,0.030461,0.13682,0.11403,0.041455,0.22408,1.1710875276504402
1670.0,0.13643,82.794,19.448,0.046234,0.14079,0.11425,0.33229,0.031097,0.13637,0.1135,0.042967,0.22372,1.1812243989804039
