Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g86),Error (curve),Error (g63),Error (g303),Error (g237),Error (g59),Reduced Error
789.01,0.32877,121.46,19.976,0.055404,0.20267,0.12914,0.070607,0.084377,0.062128,0.60432234258065
789.01,0.32877,121.14,19.976,0.055402,0.20307,0.12916,0.070633,0.084363,0.062125,0.6047479867293791
783.84,0.32792,122.21,19.976,0.055403,0.20338,0.12905,0.070487,0.084452,0.062156,0.6049217561401871
791.46,0.32853,120.8,19.993,0.055401,0.20343,0.1292,0.070683,0.084332,0.062114,0.6051583209550795
792.71,0.33131,120.06,19.993,0.055403,0.20477,0.12929,0.070788,0.084265,0.062096,0.6066110973283811
790.83,0.33257,120.08,19.993,0.055405,0.20513,0.12929,0.070785,0.084265,0.062096,0.6069746859196842
789.95,0.32699,121.08,19.992,0.055398,0.2059,0.12914,0.070628,0.084369,0.062127,0.6075658731187551
789.11,0.33343,119.88,19.993,0.055404,0.20604,0.1293,0.070797,0.084259,0.062096,0.6078956301632653
797.97,0.32922,119.72,19.991,0.0554,0.20616,0.12932,0.070835,0.084239,0.062089,0.6080460284695554
778.9,0.33828,120.03,19.904,0.055411,0.20719,0.12926,0.070735,0.084301,0.062111,0.6090131369759834
