Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3603.8,5.4766,76.982,2.8024,0.15218,0.086025,0.12198,0.15983,1.2212,0.14,2.3711,0.14435,0.061309,4.457990771675558
3817.4,7.8363,124.3,2.69,0.13316,0.077897,0.12325,0.16077,0.65056,0.13659,3.0761,0.14142,0.06135,4.561087009159436
2174.6,4.1098,445.97,2.9063,0.13065,0.068918,0.10832,0.16806,1.351,0.13432,2.492,0.1621,0.063217,4.678564341319477
2172.8,4.178,447.53,2.896,0.13051,0.069292,0.1083,0.16801,1.2968,0.13487,2.6359,0.16282,0.063012,4.769456682269364
2196.1,3.3774,0.71439,3.1461,0.62473,0.12828,0.10291,0.19088,0.84021,0.20342,1.9267,0.7263,0.10716,4.850562511020032
2174.2,4.111,446.06,2.8563,0.13127,0.069178,0.10796,0.16856,1.4098,0.13479,2.6184,0.1648,0.063256,4.868076089991109
2159.5,4.1088,449.41,2.9277,0.13016,0.068663,0.10867,0.16758,1.3672,0.13393,2.6811,0.15872,0.063115,4.879141352338635
3855.4,9.5006,125.27,2.601,0.1327,0.077672,0.12302,0.16143,1.3534,0.13719,2.7234,0.14739,0.061254,4.9173896481999995
1311.5,9.6021,57.074,9.1543,0.16711,0.096519,0.11854,0.16805,0.60596,0.14574,3.4416,0.16127,0.058988,4.9638012703970285
2144.7,4.1102,449.7,2.9275,0.13014,0.068601,0.10868,0.16749,1.3599,0.13392,2.8053,0.15844,0.06311,4.995584741438406
