Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Error (g56),Error (g126),Error (g223),Error (g237),Error (g80),Error (g72),Error (g51),Error (g262),Reduced Error
513.12,0.24226,242.98,2.9309,0.96508,0.084075,0.056116,0.14885,0.13423,0.23767,0.10849,0.15508,0.11263,2.002214742936525
333.9,1.0964,95.87,4.7112,1.0795,0.054406,0.032584,0.13815,0.10268,0.25239,0.10015,0.13967,0.11432,2.0138227740753236
334.77,1.1307,94.903,4.5768,1.1822,0.057395,0.033487,0.13895,0.10402,0.25146,0.10479,0.14055,0.11399,2.1268147250220046
333.69,1.152,94.932,4.5605,1.1894,0.057931,0.033641,0.13901,0.10418,0.25135,0.10535,0.14064,0.11396,2.135429082554591
335.91,1.1289,94.178,4.57,1.2058,0.057585,0.033502,0.13899,0.10405,0.25143,0.10493,0.14059,0.11398,2.1509055069438494
334.26,1.1304,94.189,4.5587,1.237,0.057832,0.033579,0.13907,0.10419,0.25134,0.10531,0.14064,0.11396,2.1829677078681438
330.56,1.1215,94.763,4.588,1.2473,0.056944,0.033381,0.13893,0.10391,0.25154,0.10448,0.14042,0.11403,2.190972373361517
1063.4,0.30005,256.53,1.5755,0.9849,0.12126,0.11945,0.1711,0.17742,0.22447,0.097931,0.1843,0.12454,2.2053537916154853
337.58,1.1097,93.96,4.5582,1.2643,0.057832,0.033529,0.1391,0.10419,0.25134,0.10515,0.14066,0.11396,2.2100055735005033
366.19,1.0782,92.972,4.5362,1.2727,0.059304,0.033569,0.13909,0.10424,0.25125,0.10466,0.14093,0.11389,2.21966145605985
