Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g237),Error (g63),Error (curve),Error (g59),Error (g86),Reduced Error
1770.9,0.13142,123.18,16.89,0.070696,0.08473,0.13022,0.28015,0.06288,0.055883,0.6845505104738435
1784.9,0.13065,123.67,16.986,0.070684,0.084724,0.13021,0.28036,0.062864,0.055879,0.6847231810399788
1782.4,0.13034,123.38,16.814,0.070655,0.084759,0.13019,0.28043,0.062897,0.055889,0.6848213165165145
1764.3,0.13256,123.4,16.813,0.070685,0.084736,0.13021,0.28084,0.062877,0.055895,0.6852431885573336
1784.0,0.13146,123.13,16.728,0.070707,0.08473,0.13025,0.28085,0.06289,0.055901,0.6853279051642219
1782.1,0.12984,123.32,17.439,0.070749,0.084669,0.13026,0.28139,0.062819,0.055835,0.6857163469792151
1784.5,0.13175,122.33,16.961,0.070837,0.084642,0.13037,0.28158,0.062854,0.05588,0.6861601348525223
1761.4,0.13229,123.56,16.588,0.070607,0.084796,0.13014,0.28181,0.062921,0.055905,0.6861796465326852
1784.3,0.1312,123.4,16.632,0.070655,0.084764,0.1302,0.28187,0.062909,0.055906,0.6863052016537232
1740.0,0.13409,123.22,16.588,0.070642,0.084778,0.13015,0.28195,0.062914,0.055904,0.6863388117289172
