Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1244.7,0.39832,197.21,1.5935,0.12517,0.12013,0.25535,0.16896,0.18683,0.2041,0.57441,0.18535,0.10384,1.924141980083897
1245.3,0.39584,197.22,1.5786,0.12533,0.1204,0.25535,0.16934,0.18717,0.20112,0.57694,0.18576,0.10438,1.925790823422022
1245.7,0.39567,197.07,1.5814,0.12529,0.12034,0.25535,0.16927,0.18711,0.20134,0.57762,0.18568,0.10429,1.9262931354518698
1243.5,0.40903,197.07,1.5643,0.12551,0.12069,0.2553,0.16971,0.18751,0.20075,0.59766,0.18613,0.10458,1.9478237489294417
1241.9,0.40796,197.07,1.544,0.12574,0.12104,0.25526,0.17021,0.18798,0.20099,0.59458,0.18674,0.10598,1.948513463546945
1203.5,0.42514,197.13,1.5595,0.12554,0.12078,0.25532,0.1699,0.18767,0.20086,0.60373,0.18616,0.10489,1.954861488096798
1241.9,0.40654,199.06,1.5384,0.1258,0.12115,0.25524,0.17036,0.18813,0.20106,0.60886,0.18691,0.10638,1.963895112538482
1186.9,0.42414,196.1,1.5839,0.12525,0.12033,0.2554,0.1693,0.1871,0.20071,0.61657,0.18543,0.10382,1.9639153149823916
1205.7,0.42643,197.14,1.565,0.12548,0.12069,0.25533,0.16976,0.18754,0.20079,0.61514,0.186,0.10453,1.9652715602274784
1274.9,0.39015,192.75,1.5674,0.12547,0.12061,0.25531,0.16951,0.18732,0.20076,0.62136,0.18617,0.10419,1.9706906592448943
