Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g59),Error (g63),Error (g86),Error (curve),Error (g237),Error (g303),Reduced Error
907.14,0.26945,122.7,18.387,0.06257,0.12796,0.055496,0.14304,0.085756,0.069284,0.5441084377236959
913.55,0.26799,123.33,18.542,0.062517,0.12804,0.055513,0.14509,0.085709,0.069329,0.5461986341042839
918.04,0.26277,123.96,18.849,0.062436,0.12806,0.055523,0.14604,0.085745,0.069274,0.5470777790873688
884.89,0.27414,122.83,18.225,0.062603,0.1276,0.055469,0.14644,0.085992,0.069017,0.5471205754564601
902.36,0.26967,122.47,18.824,0.062453,0.12799,0.05549,0.1556,0.085847,0.0692,0.5565807190284795
994.81,0.24796,122.47,18.686,0.062508,0.12906,0.055627,0.15489,0.085065,0.070091,0.5572445512762041
977.02,0.25225,122.46,18.48,0.062558,0.12882,0.055595,0.15589,0.085195,0.069932,0.5579950387873351
999.23,0.24762,121.92,18.666,0.062503,0.12912,0.055629,0.15755,0.085023,0.070153,0.5599821084084294
994.87,0.24906,122.48,18.687,0.0625,0.12908,0.055629,0.16191,0.085056,0.070105,0.5642823890016311
999.25,0.24861,121.1,18.73,0.062484,0.12919,0.055625,0.16343,0.084998,0.070205,0.5659370753676006
