Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g238),Error (g39),Error (g138),Error (g243),Error (g164),Error (g50),Error (curve),Error (g185),Error (g223),Reduced Error
730.03,0.55418,144.26,8.4679,0.15891,0.1197,0.12638,0.057578,0.13843,0.11813,0.50458,0.06966,0.40147,1.6948272798603239
726.6,0.52017,144.96,8.4746,0.15919,0.11943,0.12614,0.057559,0.13859,0.11988,0.36633,0.069723,0.56576,1.7226120692553124
730.43,0.43779,145.72,7.8663,0.15993,0.11948,0.12812,0.0584,0.13712,0.12154,0.32294,0.069352,0.60898,1.7258603819162421
713.44,0.59007,140.19,8.4927,0.15863,0.12011,0.12643,0.057508,0.13856,0.11588,0.62439,0.069951,0.34735,1.7588023370834056
632.65,0.59478,141.43,8.4758,0.15965,0.11891,0.12627,0.057604,0.13908,0.12295,0.45958,0.069943,0.61764,1.8716193670165246
627.97,0.6034,141.44,8.4819,0.15965,0.11888,0.12628,0.057601,0.13909,0.12306,0.46316,0.069927,0.62707,1.8847270930590367
623.25,0.63934,140.96,8.4593,0.1595,0.11896,0.12656,0.05767,0.13893,0.12226,0.47086,0.069811,0.63523,1.8997856187906645
623.17,0.64312,141.32,8.4587,0.15951,0.11895,0.12657,0.057677,0.1389,0.12232,0.48002,0.069779,0.64376,1.9174903241434729
627.92,0.59007,141.46,8.4929,0.15973,0.11884,0.12616,0.057573,0.13918,0.12345,0.49362,0.069996,0.64847,1.9370182760286032
626.17,0.61642,140.97,9.3205,0.15879,0.11957,0.12384,0.056286,0.14111,0.11889,0.4241,0.071081,0.74161,1.9552765246844852
