Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1704.5,0.2482,168.43,2.4402,0.012502,0.012502423143591223
1704.5,0.2482,168.43,2.4402,0.012502,0.012502425285871515
1704.5,0.2482,168.43,2.4402,0.012502,0.012502427714396101
1704.5,0.2482,168.43,2.4402,0.012502,0.012502427850855527
1704.5,0.2482,168.43,2.4402,0.012502,0.01250243030993119
1704.5,0.2482,168.43,2.4402,0.012502,0.012502430367166636
1704.5,0.2482,168.43,2.4402,0.012502,0.012502432093679497
1704.5,0.2482,168.43,2.4402,0.012502,0.012502432321063045
1704.5,0.2482,168.43,2.4402,0.012502,0.012502433156306348
1704.5,0.2482,168.43,2.4402,0.012502,0.012502433261466906
