Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g63),Error (g303),Error (g237),Error (curve),Error (g86),Error (g59),Reduced Error
798.23,0.34135,120.48,8.8541,0.12742,0.065177,0.089773,0.25677,0.054828,0.066455,0.6604232769811977
798.3,0.34145,120.48,8.8538,0.12742,0.065178,0.089773,0.25677,0.054828,0.066454,0.6604279515969043
795.56,0.34239,120.48,8.9058,0.12737,0.06522,0.089728,0.25692,0.054837,0.066432,0.6605153801188454
793.65,0.34351,120.51,8.7864,0.12744,0.06511,0.089846,0.25707,0.054808,0.066497,0.6607780853770321
797.96,0.34211,120.61,8.8605,0.12742,0.065179,0.089771,0.25725,0.054832,0.066446,0.6608932636312047
785.52,0.3467,120.46,9.0692,0.12723,0.065357,0.089586,0.25777,0.054868,0.066353,0.6611629004007484
785.59,0.34647,120.49,9.0705,0.12723,0.065357,0.089586,0.25778,0.054869,0.066353,0.6611774706439835
785.17,0.34645,120.47,9.0735,0.12723,0.065359,0.089584,0.25789,0.054869,0.066353,0.6612754542375046
784.0,0.34645,120.59,9.0715,0.12721,0.065349,0.089593,0.25809,0.054869,0.066355,0.6614673119885742
799.75,0.34134,120.5,8.961,0.12736,0.065276,0.089669,0.25806,0.054856,0.066392,0.6616166439510737
