Param (cp_lh_0),Param (cp_lh_1),Param (cp_lh_2),Param (cp_lh_3),Param (cp_lh_4),Param (cp_lh_5),Param (cp_tau_0),Param (cp_n),Error (g262),Error (curve),Error (g14),Error (g95),Error (g240),Error (g72),Error (g287),Error (g101),Error (g207),Reduced Error
58.279,741.95,91.266,881.11,660.04,948.73,49.159,3.562,0.12498,0.6867,0.044299,0.14469,0.22292,0.1054,0.10658,0.05509,0.045446,1.5361139714341043
57.517,744.66,89.916,881.03,668.81,948.62,49.152,3.5498,0.12488,0.6894,0.044286,0.14458,0.22289,0.10536,0.10664,0.055205,0.045438,1.5386886416714547
58.086,742.21,91.109,882.06,659.77,948.64,48.124,3.5597,0.12504,0.69335,0.044248,0.14487,0.22304,0.10538,0.10663,0.05531,0.045433,1.5432946013963564
56.968,742.47,90.647,877.41,659.74,948.66,48.525,3.6505,0.12508,0.6937,0.044329,0.1449,0.22296,0.10537,0.10655,0.055207,0.045216,1.5433024934120008
58.252,748.23,94.461,882.01,663.06,939.76,48.104,3.5871,0.12498,0.69508,0.044252,0.14472,0.22296,0.10535,0.10664,0.055316,0.045378,1.5446804468189
56.985,738.36,91.82,878.04,650.48,948.71,48.43,3.5285,0.12513,0.69716,0.044321,0.14502,0.22305,0.10544,0.10656,0.055009,0.045415,1.5470901042836824
61.325,740.92,92.114,885.91,659.81,948.68,47.55,3.5653,0.12509,0.69751,0.044151,0.14486,0.22314,0.10537,0.10666,0.0555,0.045544,1.5478349085827798
57.71,736.86,94.626,878.82,672.04,948.17,49.859,3.5698,0.12483,0.7006,0.044297,0.14445,0.22284,0.10541,0.10663,0.055052,0.04555,1.5496565229943609
60.659,782.98,89.539,857.57,659.07,945.55,47.248,3.5939,0.12495,0.70074,0.04417,0.14443,0.22299,0.10539,0.10676,0.055453,0.045366,1.5502434451409963
61.562,743.69,89.849,881.2,659.07,948.37,47.528,3.5249,0.12512,0.70009,0.044178,0.14492,0.22316,0.10538,0.10664,0.055372,0.045486,1.5503483563688971
