Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
918.28,2.7412,189.83,1.8607,0.0,0.0
906.65,2.7011,187.25,1.9008,0.0,0.0
900.5,2.712,187.3,1.9168,0.0,0.0
916.23,2.7362,185.04,1.9069,0.0,0.0
905.23,2.71,188.88,1.916,0.0,0.0
914.38,2.7519,186.93,1.9103,0.0,0.0
907.62,2.7146,190.49,1.9051,0.0,0.0
902.22,2.7223,187.91,1.8942,0.0,0.0
924.81,2.7564,190.9,1.9186,0.0,0.0
975.75,3.0005,188.82,2.0257,0.0,0.0
