Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (g86),Error (curve),Error (g59),Error (g237),Reduced Error
1693.2,0.12811,123.88,7.1727,0.064821,0.12587,0.053624,0.20565,0.068776,0.088904,0.6076460413691455
1694.6,0.12786,123.84,7.21,0.064873,0.12577,0.053633,0.2058,0.068743,0.088845,0.6076720324012772
1690.5,0.12732,124.29,7.1811,0.064786,0.1257,0.053618,0.20643,0.0688,0.088914,0.6082441218602088
1694.0,0.12772,123.67,7.2857,0.065015,0.12555,0.053635,0.20695,0.068685,0.08868,0.6085179117591476
1696.0,0.12784,124.29,7.1733,0.064775,0.12588,0.053639,0.20672,0.068774,0.088954,0.6087438769556618
1688.7,0.12774,123.67,7.2834,0.065035,0.12546,0.053615,0.20749,0.068708,0.08864,0.6089499154542234
1687.7,0.12796,123.46,7.2833,0.065059,0.12547,0.05361,0.20814,0.068706,0.088616,0.6095960782403068
1657.9,0.12864,123.4,7.1738,0.065021,0.12525,0.053485,0.20874,0.068902,0.08857,0.6099605509841536
1657.0,0.12699,125.24,7.1468,0.064796,0.12505,0.053496,0.21059,0.068984,0.088763,0.6116822076619255
1691.9,0.12956,122.82,7.172,0.064948,0.12602,0.05361,0.21138,0.068735,0.088798,0.6134870891334552
