Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g56),Error (g262),Error (g80),Error (g126),Error (g237),Error (g223),Error (curve),Error (g51),Error (g72),Reduced Error
1229.6,0.44897,187.48,1.551,0.12559,0.12099,0.25514,0.16987,0.18778,0.21209,0.65791,0.18617,0.10468,2.020234028116419
1230.3,0.44239,187.46,1.5558,0.12554,0.12091,0.25519,0.16979,0.18769,0.22154,0.64928,0.18603,0.10481,2.020770458786599
1225.3,0.44891,187.17,1.5388,0.1257,0.12119,0.25512,0.1702,0.18808,0.20438,0.66843,0.18646,0.10468,2.0242464637443423
1227.9,0.45093,184.99,1.553,0.12558,0.12097,0.25514,0.16979,0.18771,0.21335,0.66231,0.18613,0.1048,2.0257881656579855
1230.5,0.44558,185.02,1.5512,0.12559,0.12099,0.25516,0.16986,0.18777,0.21276,0.6692,0.18616,0.10478,2.03226922702752
1228.7,0.45037,186.98,1.5567,0.12555,0.12091,0.25515,0.16971,0.18764,0.21953,0.66299,0.18604,0.10476,2.0322742925917763
1240.2,0.44222,186.44,1.5606,0.12552,0.12085,0.25518,0.16963,0.18755,0.23173,0.65405,0.18595,0.1048,2.035261146855583
1227.7,0.44512,184.89,1.5563,0.12554,0.12091,0.25518,0.16974,0.18765,0.22039,0.66685,0.18603,0.10488,2.037183233454715
1239.0,0.44618,183.88,1.5475,0.12563,0.12105,0.25513,0.16992,0.18784,0.2088,0.67937,0.18627,0.10479,2.0388059704537023
1224.4,0.45641,186.82,1.5384,0.12572,0.12121,0.25509,0.17017,0.18808,0.2037,0.68408,0.18651,0.1047,2.039263917465394
