Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
1165.6,0.31936,148.48,4.9509,0.013214,0.01321396891996357
