Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g190),Error (g237),Error (g60),Error (g79),Error (curve),Error (g215),Error (g278),Error (g189),Error (g178),Reduced Error
11.15,4.8292,144.89,19.923,0.22044,0.11986,0.12969,0.069625,1.0941,0.097013,0.095309,0.22455,0.030068,2.0806055594034127
9.8327,4.7933,145.08,19.918,0.21869,0.12088,0.12915,0.069247,1.0992,0.095569,0.094991,0.22403,0.030418,2.082190722452664
11.668,4.8908,144.85,19.923,0.22125,0.1194,0.12996,0.069757,1.1072,0.09765,0.095423,0.22474,0.029937,2.095299709766026
9.5007,4.9573,143.58,19.475,0.21947,0.12046,0.12956,0.069123,1.1192,0.096065,0.094973,0.22392,0.030289,2.1030465154763727
9.1637,4.9514,146.29,19.923,0.21806,0.12127,0.1291,0.068898,1.1285,0.094929,0.094754,0.22357,0.030609,2.109651286996422
9.5242,5.006,147.46,19.96,0.21844,0.12108,0.12922,0.068904,1.1292,0.095177,0.094791,0.22359,0.030596,2.1109799129057603
9.5268,4.8941,147.45,19.945,0.21803,0.12129,0.12903,0.068958,1.1354,0.094874,0.094793,0.22362,0.030644,2.116593784177474
12.218,4.8488,151.07,19.895,0.21999,0.12008,0.12953,0.069502,1.1381,0.096488,0.095206,0.22423,0.030331,2.1234517521301215
10.09,4.9061,145.66,19.117,0.21962,0.12036,0.12959,0.069143,1.1598,0.096012,0.094998,0.22385,0.030353,2.1437693219169
11.619,4.6654,146.03,19.416,0.22023,0.11989,0.12957,0.069723,1.1617,0.096761,0.095334,0.22452,0.030122,2.1478715133280786
