Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g303),Error (g63),Error (curve),Error (g237),Error (g59),Error (g86),Reduced Error
1762.6,0.12727,123.57,10.32,0.06115,0.12607,0.17943,0.094548,0.063578,0.056258,0.5810351454408081
1761.9,0.14235,124.58,5.6335,0.059189,0.13173,0.17746,0.097223,0.068913,0.054582,0.5890979325370571
1761.8,0.14284,124.36,5.6223,0.059159,0.13177,0.17854,0.097273,0.06892,0.054582,0.590247524784667
1745.5,0.14578,124.21,5.8508,0.059854,0.13135,0.18095,0.09618,0.068706,0.054597,0.5916349082060397
1766.5,0.14269,124.62,5.6131,0.059129,0.1318,0.18104,0.097323,0.068926,0.054584,0.5927966724837013
1787.2,0.13888,124.78,5.6395,0.059205,0.13165,0.18128,0.09719,0.068927,0.054573,0.5928250626645334
1766.6,0.14364,124.2,6.2424,0.060867,0.13059,0.18363,0.094685,0.068453,0.0546,0.5928264528157303
1766.8,0.14374,122.91,6.5326,0.061514,0.13009,0.1846,0.0938,0.068327,0.054548,0.5928773711162973
1767.9,0.1436,124.21,6.2454,0.060874,0.13058,0.18377,0.094676,0.068451,0.0546,0.5929569655148614
1799.3,0.13729,125.34,5.653,0.059241,0.13159,0.18205,0.097131,0.068922,0.054573,0.5935110493659189
