Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (curve),Reduced Error
275.84,0.74788,74.295,20.0,0.02509,0.025089836492836713
275.84,0.74788,74.295,20.0,0.02509,0.02508983650884807
275.84,0.74788,74.295,20.0,0.02509,0.025089836577955934
275.84,0.74788,74.295,20.0,0.02509,0.02508983658457789
275.84,0.74788,74.295,20.0,0.02509,0.025089836650550233
275.84,0.74788,74.295,20.0,0.02509,0.025089836652966862
275.84,0.74788,74.295,20.0,0.02509,0.025089836656386588
275.84,0.74788,74.295,20.0,0.02509,0.02508983667661583
275.84,0.74788,74.295,20.0,0.02509,0.025089836718767043
275.84,0.74788,74.295,20.0,0.02509,0.02508983673221444
