Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g138),Error (g185),Error (g39),Error (g238),Error (g223),Error (g164),Error (curve),Error (g50),Error (g243),Reduced Error
3014.0,4.6623,383.25,10.463,0.13271,0.071969,0.10852,0.16513,0.33167,0.15132,1.5743,0.32905,0.070449,2.9351077004851476
3010.1,6.0298,382.7,10.057,0.1335,0.069941,0.10846,0.16681,0.32595,0.1472,1.6494,0.3221,0.073276,2.996680190943573
3065.8,4.349,381.17,10.978,0.13515,0.072981,0.10822,0.16537,0.329,0.15269,1.7331,0.34722,0.071842,3.115586525216356
3321.9,5.7068,379.54,11.378,0.13677,0.072685,0.10778,0.16824,0.54681,0.1494,1.5351,0.37446,0.078742,3.1699850194905257
3062.2,5.9291,393.03,10.55,0.13586,0.070463,0.10847,0.16792,0.26761,0.14662,1.8851,0.33789,0.074859,3.1948367486728055
3306.9,5.8342,379.1,11.501,0.1372,0.073052,0.10749,0.16877,0.59603,0.14949,1.5416,0.38017,0.079662,3.233464900069527
3336.2,5.6955,377.04,11.485,0.13685,0.072979,0.10758,0.16833,0.55696,0.1499,1.5999,0.37939,0.07931,3.2512178356888293
3291.4,5.7299,381.3,11.365,0.13688,0.072664,0.10775,0.16843,0.74118,0.1492,1.4485,0.37401,0.078691,3.277332146261167
3276.5,6.3183,384.25,11.39,0.13771,0.072779,0.10757,0.16947,0.63625,0.14788,1.5524,0.37514,0.080086,3.279240769378303
2997.0,4.6589,383.55,10.376,0.13249,0.071885,0.10858,0.16501,0.67138,0.15122,1.5847,0.32504,0.06999,3.2803104239078436
