Param (cp_tau_s),Param (cp_b),Param (cp_tau_0),Param (cp_n),Error (g237),Error (g303),Error (curve),Error (g86),Error (g63),Error (g59),Reduced Error
1269.3,0.031724,12.856,19.804,0.077404,0.075037,0.71025,0.051668,0.11085,0.11823,1.1434372575792624
1278.7,0.032003,12.802,19.735,0.077304,0.075159,0.71186,0.051686,0.11078,0.11832,1.1451092785084498
1281.5,0.0319,12.867,19.927,0.077385,0.075051,0.71449,0.051682,0.11111,0.11795,1.1476657633403182
1278.2,0.031987,12.166,19.718,0.07705,0.075627,0.71382,0.051691,0.1103,0.1196,1.1480746301137252
1277.2,0.033231,12.905,19.623,0.077297,0.075147,0.72252,0.051662,0.11052,0.11808,1.1552256323827101
1280.5,0.028783,10.78,19.734,0.076543,0.076628,0.71749,0.051797,0.10983,0.123,1.1552880914558716
1270.8,0.031838,11.563,19.801,0.076855,0.076014,0.72045,0.051686,0.10994,0.12082,1.1557742602354655
1275.0,0.031763,13.308,19.937,0.07762,0.074684,0.7253,0.051659,0.11138,0.11714,1.1577787608661143
1224.1,0.033248,12.896,19.482,0.07754,0.074927,0.72604,0.051563,0.10978,0.11864,1.1584897996561871
1231.9,0.034075,12.928,19.246,0.077425,0.075051,0.72671,0.051575,0.10948,0.1187,1.158934809515891
